Id Linha Base,Timestamp,Horario,Fim de Semana,Sensor Comodo,Comodo,lig_desl_luz,lig_desl_aparelho,tempo_lig_luz,tempo_lig_aparelho,Id Atividade,Atividade
194,2019-05-27 19:02,19:02,False,18,Garagem,0,0,0.0,0,3,Entrada
194,2019-05-27 19:02,19:02,False,18,Garagem,0,0,0.0,0,4,Saida
194,2019-05-27 19:02,19:02,False,18,Garagem,0,0,0.0,0,16,Pres garagem
196,2019-05-27 19:09,19:09,False,23,Quarto 3,0,0,0.0,0.0,14,Pres quarto 3
198,2019-05-27 19:15,19:15,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
202,2019-05-27 19:28,19:28,False,23,Quarto 3,0,0,0.0,0.0,14,Pres quarto 3
203,2019-05-27 19:31,19:31,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
205,2019-05-27 19:37,19:37,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
207,2019-05-27 19:43,19:43,False,18,Garagem,0,0,0.0,0,3,Entrada
207,2019-05-27 19:43,19:43,False,18,Garagem,0,0,0.0,0,4,Saida
207,2019-05-27 19:43,19:43,False,15,Sala,0,0,0.0,0.0,6,Pres sala
207,2019-05-27 19:43,19:43,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
207,2019-05-27 19:43,19:43,False,18,Garagem,0,0,0.0,0,16,Pres garagem
208,2019-05-27 19:46,19:46,False,22,Corredor,0,0,0.0,0,15,Pres corredor
212,2019-05-27 19:59,19:59,False,15,Sala,0,0,0.0,0.0,6,Pres sala
212,2019-05-27 19:59,19:59,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
212,2019-05-27 19:59,19:59,False,22,Corredor,0,0,1.0,0,15,Pres corredor
215,2019-05-27 20:08,20:08,False,18,Garagem,0,0,1.0,0,3,Entrada
215,2019-05-27 20:08,20:08,False,18,Garagem,0,0,1.0,0,4,Saida
215,2019-05-27 20:08,20:08,False,18,Garagem,0,0,1.0,0,16,Pres garagem
216,2019-05-27 20:11,20:11,False,13,Banho,0,0,1.0,0,9,Banho aceso
217,2019-05-27 20:15,20:15,False,15,Sala,0,0,1.0,0.0,6,Pres sala
217,2019-05-27 20:15,20:15,False,17,Lavanderia,0,0,1.0,0.0,12,Pres lavanderia
218,2019-05-27 20:18,20:18,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
219,2019-05-27 20:21,20:21,False,20,Quarto 2,0,0,1.0,0.0,13,Pres quarto 2
219,2019-05-27 20:21,20:21,False,23,Quarto 3,0,0,1.0,0.0,14,Pres quarto 3
219,2019-05-27 20:21,20:21,False,22,Corredor,0,0,1.0,0,15,Pres corredor
221,2019-05-27 20:27,20:27,False,23,Quarto 3,0,0,1.0,0.0,14,Pres quarto 3
222,2019-05-27 20:30,20:30,False,22,Corredor,0,0,1.0,0,15,Pres corredor
223,2019-05-27 20:33,20:33,False,20,Quarto 2,0,0,1.0,0.0,13,Pres quarto 2
224,2019-05-27 20:36,20:36,False,23,Quarto 3,0,0,1.0,0.0,14,Pres quarto 3
224,2019-05-27 20:36,20:36,False,22,Corredor,0,0,1.0,0,15,Pres corredor
226,2019-05-27 20:43,20:43,False,15,Sala,0,0,1.0,0.0,6,Pres sala
226,2019-05-27 20:43,20:43,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
226,2019-05-27 20:43,20:43,False,22,Corredor,0,0,1.0,0,15,Pres corredor
228,2019-05-27 20:49,20:49,False,20,Quarto 2,0,0,1.0,0.0,13,Pres quarto 2
228,2019-05-27 20:49,20:49,False,23,Quarto 3,0,0,1.0,0.0,14,Pres quarto 3
228,2019-05-27 20:49,20:49,False,22,Corredor,0,0,1.0,0,15,Pres corredor
229,2019-05-27 20:55,20:55,False,20,Quarto 2,0,0,1.0,0.0,13,Pres quarto 2
229,2019-05-27 20:55,20:55,False,23,Quarto 3,0,0,1.0,0.0,14,Pres quarto 3
230,2019-05-27 20:58,20:58,False,22,Corredor,0,0,1.0,0,15,Pres corredor
231,2019-05-27 21:01,21:01,False,15,Sala,0,0,1.0,0.0,6,Pres sala
231,2019-05-27 21:01,21:01,False,16,Cozinha,0,0,1.0,1.0,10,Cozinhar
231,2019-05-27 21:01,21:01,False,17,Lavanderia,0,0,1.0,0.0,12,Pres lavanderia
232,2019-05-27 21:05,21:05,False,18,Garagem,0,0,1.0,0,3,Entrada
232,2019-05-27 21:05,21:05,False,18,Garagem,0,0,1.0,0,4,Saida
232,2019-05-27 21:05,21:05,False,18,Garagem,0,0,1.0,0,16,Pres garagem
235,2019-05-27 21:17,21:17,False,23,Quarto 3,0,0,0.0,0.0,14,Pres quarto 3
235,2019-05-27 21:17,21:17,False,22,Corredor,0,0,0.0,0,15,Pres corredor
240,2019-05-27 21:32,21:32,False,16,Cozinha,0,0,0.0,0.0,5,Pres cozinha
240,2019-05-27 21:32,21:32,False,22,Corredor,0,0,0.0,0,15,Pres corredor
241,2019-05-27 21:36,21:36,False,23,Quarto 3,0,0,0.0,0.0,14,Pres quarto 3
242,2019-05-27 21:42,21:42,False,23,Quarto 3,0,0,0.0,0.0,14,Pres quarto 3
247,2019-05-27 22:01,22:01,False,23,Quarto 3,0,0,0.0,0.0,14,Pres quarto 3
249,2019-05-27 22:07,22:07,False,18,Garagem,0,0,1.0,0,3,Entrada
249,2019-05-27 22:07,22:07,False,18,Garagem,0,0,1.0,0,4,Saida
249,2019-05-27 22:07,22:07,False,18,Garagem,0,0,1.0,0,16,Pres garagem
250,2019-05-27 22:10,22:10,False,16,Cozinha,0,0,1.0,0.0,5,Pres cozinha
250,2019-05-27 22:10,22:10,False,15,Sala,0,0,0.0,0.0,6,Pres sala
252,2019-05-27 22:17,22:17,False,15,Sala,0,0,0.0,0.0,6,Pres sala
252,2019-05-27 22:17,22:17,False,17,Lavanderia,0,0,1.0,0.0,12,Pres lavanderia
253,2019-05-27 22:23,22:23,False,15,Sala,0,0,0.0,0.0,6,Pres sala
254,2019-05-27 22:26,22:26,False,16,Cozinha,0,0,1.0,0.0,5,Pres cozinha
254,2019-05-27 22:26,22:26,False,17,Lavanderia,0,0,1.0,0.0,12,Pres lavanderia
258,2019-05-27 22:42,22:42,False,16,Cozinha,0,0,1.0,0.0,5,Pres cozinha
258,2019-05-27 22:42,22:42,False,22,Corredor,0,0,0.0,0,15,Pres corredor
261,2019-05-27 22:51,22:51,False,22,Corredor,0,0,0.0,0,15,Pres corredor
262,2019-05-27 22:54,22:54,False,16,Cozinha,0,0,1.0,0.0,5,Pres cozinha
262,2019-05-27 22:54,22:54,False,15,Sala,0,0,0.0,0.0,6,Pres sala
263,2019-05-27 23:04,23:04,False,16,Cozinha,0,0,1.0,0.0,5,Pres cozinha
263,2019-05-27 23:04,23:04,False,15,Sala,0,0,0.0,0.0,6,Pres sala
263,2019-05-27 23:04,23:04,False,17,Lavanderia,0,0,1.0,0.0,12,Pres lavanderia
263,2019-05-27 23:04,23:04,False,22,Corredor,0,0,0.0,0,15,Pres corredor
