Id Linha Base,Timestamp,Sensor Comodo,Comodo,Id Atividade,Atividade
1149,2019-04-21 23:07,16,Cozinha,5,Pres cozinha
1153,2019-04-21 23:20,16,Cozinha,5,Pres cozinha
1169,2019-04-22 00:41,16,Cozinha,5,Pres cozinha
1195,2019-04-22 02:19,16,Cozinha,5,Pres cozinha
1219,2019-04-22 03:47,15,Sala,6,Pres sala
1224,2019-04-22 04:09,15,Sala,6,Pres sala
1270,2019-04-22 06:55,16,Cozinha,5,Pres cozinha
1270,2019-04-22 06:55,15,Sala,6,Pres sala
1273,2019-04-22 07:20,16,Cozinha,5,Pres cozinha
1273,2019-04-22 07:20,15,Sala,6,Pres sala
1274,2019-04-22 07:23,16,Cozinha,5,Pres cozinha
1274,2019-04-22 07:23,15,Sala,6,Pres sala
1279,2019-04-22 07:39,16,Cozinha,5,Pres cozinha
1279,2019-04-22 07:39,15,Sala,6,Pres sala
1285,2019-04-22 07:58,16,Cozinha,5,Pres cozinha
1291,2019-04-22 08:16,16,Cozinha,5,Pres cozinha
1292,2019-04-22 08:20,15,Sala,6,Pres sala
1301,2019-04-22 08:47,15,Sala,6,Pres sala
1314,2019-04-22 09:35,16,Cozinha,5,Pres cozinha
1315,2019-04-22 09:38,15,Sala,6,Pres sala
1317,2019-04-22 09:44,16,Cozinha,5,Pres cozinha
1320,2019-04-22 09:54,15,Sala,6,Pres sala
1324,2019-04-22 10:07,16,Cozinha,5,Pres cozinha
1326,2019-04-22 10:13,15,Sala,6,Pres sala
1330,2019-04-22 10:25,16,Cozinha,5,Pres cozinha
1333,2019-04-22 10:35,15,Sala,6,Pres sala
1335,2019-04-22 10:41,16,Cozinha,5,Pres cozinha
1338,2019-04-22 10:50,15,Sala,6,Pres sala
1346,2019-04-22 11:18,16,Cozinha,5,Pres cozinha
1346,2019-04-22 11:18,15,Sala,6,Pres sala
1350,2019-04-22 11:34,16,Cozinha,5,Pres cozinha
1352,2019-04-22 11:44,16,Cozinha,5,Pres cozinha
1352,2019-04-22 11:44,15,Sala,6,Pres sala
1355,2019-04-22 11:53,16,Cozinha,5,Pres cozinha
1360,2019-04-22 12:09,15,Sala,6,Pres sala
1368,2019-04-22 12:34,15,Sala,6,Pres sala
1370,2019-04-22 12:43,15,Sala,6,Pres sala
1463,2019-04-22 18:12,16,Cozinha,5,Pres cozinha
1463,2019-04-22 18:12,15,Sala,6,Pres sala
1469,2019-04-22 18:30,15,Sala,6,Pres sala
1472,2019-04-22 18:42,16,Cozinha,5,Pres cozinha
1473,2019-04-22 18:51,16,Cozinha,5,Pres cozinha
1473,2019-04-22 18:51,15,Sala,6,Pres sala
1475,2019-04-22 18:58,16,Cozinha,5,Pres cozinha
1476,2019-04-22 19:01,15,Sala,6,Pres sala
1481,2019-04-22 19:23,15,Sala,6,Pres sala
1484,2019-04-22 19:35,15,Sala,6,Pres sala
1494,2019-04-22 20:07,15,Sala,6,Pres sala
1497,2019-04-22 20:20,15,Sala,6,Pres sala
1500,2019-04-22 20:32,15,Sala,6,Pres sala
1505,2019-04-22 20:48,15,Sala,6,Pres sala
1508,2019-04-22 21:00,15,Sala,6,Pres sala
1515,2019-04-22 22:01,16,Cozinha,5,Pres cozinha
1516,2019-04-22 22:07,16,Cozinha,5,Pres cozinha
1519,2019-04-22 22:19,16,Cozinha,5,Pres cozinha
1520,2019-04-22 22:26,16,Cozinha,5,Pres cozinha
1531,2019-04-22 23:32,16,Cozinha,5,Pres cozinha
1531,2019-04-22 23:32,15,Sala,6,Pres sala
1534,2019-04-22 23:42,16,Cozinha,5,Pres cozinha
1534,2019-04-22 23:42,15,Sala,6,Pres sala
1535,2019-04-22 23:48,15,Sala,6,Pres sala
1550,2019-04-23 00:51,15,Sala,6,Pres sala
1620,2019-04-23 04:58,16,Cozinha,5,Pres cozinha
1631,2019-04-23 05:35,16,Cozinha,5,Pres cozinha
1635,2019-04-23 05:54,15,Sala,1,Acordar (dia util)
1635,2019-04-23 05:54,22,Corredor,1,Acordar (dia util)
1635,2019-04-23 05:54,16,Cozinha,1,Acordar (dia util)
1635,2019-04-23 05:54,16,Cozinha,5,Pres cozinha
1635,2019-04-23 05:54,15,Sala,6,Pres sala
1636,2019-04-23 06:00,15,Sala,1,Acordar (dia util)
1636,2019-04-23 06:00,16,Cozinha,1,Acordar (dia util)
1636,2019-04-23 06:00,16,Cozinha,5,Pres cozinha
1636,2019-04-23 06:00,15,Sala,6,Pres sala
1639,2019-04-23 06:10,15,Sala,1,Acordar (dia util)
1639,2019-04-23 06:10,16,Cozinha,1,Acordar (dia util)
1639,2019-04-23 06:10,16,Cozinha,5,Pres cozinha
1639,2019-04-23 06:10,15,Sala,6,Pres sala
1640,2019-04-23 06:22,15,Sala,1,Acordar (dia util)
1640,2019-04-23 06:22,22,Corredor,1,Acordar (dia util)
1640,2019-04-23 06:22,15,Sala,6,Pres sala
1641,2019-04-23 06:32,16,Cozinha,5,Pres cozinha
1641,2019-04-23 06:32,15,Sala,6,Pres sala
1644,2019-04-23 06:41,16,Cozinha,5,Pres cozinha
1652,2019-04-23 07:06,15,Sala,6,Pres sala
1655,2019-04-23 07:16,16,Cozinha,5,Pres cozinha
1662,2019-04-23 07:41,16,Cozinha,5,Pres cozinha
1668,2019-04-23 08:06,16,Cozinha,5,Pres cozinha
1668,2019-04-23 08:06,15,Sala,6,Pres sala
1671,2019-04-23 08:15,16,Cozinha,5,Pres cozinha
1671,2019-04-23 08:15,15,Sala,6,Pres sala
1673,2019-04-23 08:24,15,Sala,6,Pres sala
1679,2019-04-23 08:53,16,Cozinha,5,Pres cozinha
1679,2019-04-23 08:53,15,Sala,6,Pres sala
1684,2019-04-23 09:15,15,Sala,6,Pres sala
1696,2019-04-23 09:52,15,Sala,6,Pres sala
1698,2019-04-23 10:02,15,Sala,6,Pres sala
1699,2019-04-23 10:05,16,Cozinha,5,Pres cozinha
1701,2019-04-23 10:11,15,Sala,6,Pres sala
1705,2019-04-23 10:23,16,Cozinha,5,Pres cozinha
1709,2019-04-23 10:39,16,Cozinha,5,Pres cozinha
1709,2019-04-23 10:39,15,Sala,6,Pres sala
1719,2019-04-23 11:23,16,Cozinha,5,Pres cozinha
1721,2019-04-23 11:29,15,Sala,6,Pres sala
1723,2019-04-23 11:44,15,Sala,6,Pres sala
1725,2019-04-23 11:54,16,Cozinha,5,Pres cozinha
1725,2019-04-23 11:54,15,Sala,6,Pres sala
1730,2019-04-23 12:13,15,Sala,6,Pres sala
1738,2019-04-23 12:41,15,Sala,6,Pres sala
1841,2019-04-23 18:40,15,Sala,6,Pres sala
1848,2019-04-23 19:02,15,Sala,6,Pres sala
1850,2019-04-23 19:08,15,Sala,6,Pres sala
1854,2019-04-23 19:21,15,Sala,6,Pres sala
1886,2019-04-23 21:16,15,Sala,6,Pres sala
1889,2019-04-23 21:32,15,Sala,6,Pres sala
1896,2019-04-23 21:57,15,Sala,6,Pres sala
1899,2019-04-23 22:07,15,Sala,6,Pres sala
1900,2019-04-23 22:13,16,Cozinha,5,Pres cozinha
1900,2019-04-23 22:13,15,Sala,6,Pres sala
1905,2019-04-23 22:29,16,Cozinha,5,Pres cozinha
1910,2019-04-23 22:48,16,Cozinha,5,Pres cozinha
1911,2019-04-23 22:51,15,Sala,6,Pres sala
1915,2019-04-23 23:03,16,Cozinha,5,Pres cozinha
1923,2019-04-23 23:31,16,Cozinha,5,Pres cozinha
1929,2019-04-23 23:53,16,Cozinha,5,Pres cozinha
1929,2019-04-23 23:53,15,Sala,6,Pres sala
1930,2019-04-24 00:00,15,Sala,6,Pres sala
1932,2019-04-24 00:06,16,Cozinha,5,Pres cozinha
1933,2019-04-24 00:12,15,Sala,6,Pres sala
1935,2019-04-24 00:18,16,Cozinha,5,Pres cozinha
1936,2019-04-24 00:24,15,Sala,6,Pres sala
1938,2019-04-24 00:31,16,Cozinha,5,Pres cozinha
1941,2019-04-24 00:40,16,Cozinha,5,Pres cozinha
1943,2019-04-24 00:46,16,Cozinha,5,Pres cozinha
1947,2019-04-24 00:59,16,Cozinha,5,Pres cozinha
1948,2019-04-24 01:02,15,Sala,6,Pres sala
1950,2019-04-24 01:08,16,Cozinha,5,Pres cozinha
2031,2019-04-24 05:31,16,Cozinha,5,Pres cozinha
2048,2019-04-24 06:35,16,Cozinha,5,Pres cozinha
2048,2019-04-24 06:35,15,Sala,6,Pres sala
2052,2019-04-24 06:48,15,Sala,6,Pres sala
2053,2019-04-24 06:54,16,Cozinha,5,Pres cozinha
2053,2019-04-24 06:54,15,Sala,6,Pres sala
2055,2019-04-24 07:01,15,Sala,6,Pres sala
2056,2019-04-24 07:04,16,Cozinha,5,Pres cozinha
2062,2019-04-24 07:23,15,Sala,6,Pres sala
2063,2019-04-24 07:35,16,Cozinha,5,Pres cozinha
2063,2019-04-24 07:35,15,Sala,6,Pres sala
2077,2019-04-24 08:22,16,Cozinha,5,Pres cozinha
2077,2019-04-24 08:22,15,Sala,6,Pres sala
2079,2019-04-24 08:28,16,Cozinha,5,Pres cozinha
2081,2019-04-24 08:35,16,Cozinha,5,Pres cozinha
2081,2019-04-24 08:35,15,Sala,6,Pres sala
2088,2019-04-24 08:57,15,Sala,6,Pres sala
2093,2019-04-24 09:13,15,Sala,6,Pres sala
2095,2019-04-24 09:19,15,Sala,6,Pres sala
2099,2019-04-24 09:31,15,Sala,6,Pres sala
2102,2019-04-24 09:41,15,Sala,6,Pres sala
2105,2019-04-24 09:50,15,Sala,6,Pres sala
2109,2019-04-24 10:02,15,Sala,6,Pres sala
2113,2019-04-24 10:18,15,Sala,6,Pres sala
2119,2019-04-24 10:36,15,Sala,6,Pres sala
2121,2019-04-24 10:43,16,Cozinha,5,Pres cozinha
2126,2019-04-24 10:58,15,Sala,6,Pres sala
2128,2019-04-24 11:05,16,Cozinha,5,Pres cozinha
2129,2019-04-24 11:14,16,Cozinha,5,Pres cozinha
2129,2019-04-24 11:14,15,Sala,6,Pres sala
2132,2019-04-24 11:27,16,Cozinha,5,Pres cozinha
2132,2019-04-24 11:27,15,Sala,6,Pres sala
2135,2019-04-24 11:36,15,Sala,6,Pres sala
2139,2019-04-24 11:48,16,Cozinha,5,Pres cozinha
2141,2019-04-24 11:55,15,Sala,6,Pres sala
2147,2019-04-24 12:13,15,Sala,6,Pres sala
2152,2019-04-24 12:28,15,Sala,6,Pres sala
2155,2019-04-24 12:41,15,Sala,6,Pres sala
2164,2019-04-24 13:22,15,Sala,6,Pres sala
2252,2019-04-24 18:17,16,Cozinha,5,Pres cozinha
2252,2019-04-24 18:17,15,Sala,6,Pres sala
2260,2019-04-24 18:51,15,Sala,6,Pres sala
2269,2019-04-24 19:19,15,Sala,6,Pres sala
2297,2019-04-24 21:06,15,Sala,6,Pres sala
2300,2019-04-24 21:15,15,Sala,6,Pres sala
2303,2019-04-24 21:28,16,Cozinha,5,Pres cozinha
2304,2019-04-24 21:31,15,Sala,6,Pres sala
2307,2019-04-24 21:40,16,Cozinha,5,Pres cozinha
2310,2019-04-24 21:53,16,Cozinha,5,Pres cozinha
2311,2019-04-24 21:56,15,Sala,6,Pres sala
2314,2019-04-24 22:05,16,Cozinha,5,Pres cozinha
2315,2019-04-24 22:08,15,Sala,6,Pres sala
2318,2019-04-24 22:21,16,Cozinha,5,Pres cozinha
2319,2019-04-24 22:24,15,Sala,6,Pres sala
2323,2019-04-24 22:37,16,Cozinha,5,Pres cozinha
2326,2019-04-24 22:46,15,Sala,6,Pres sala
2328,2019-04-24 22:52,16,Cozinha,5,Pres cozinha
2332,2019-04-24 23:05,15,Sala,6,Pres sala
2333,2019-04-24 23:08,16,Cozinha,5,Pres cozinha
2336,2019-04-24 23:23,16,Cozinha,5,Pres cozinha
2336,2019-04-24 23:23,15,Sala,6,Pres sala
2340,2019-04-24 23:36,16,Cozinha,5,Pres cozinha
2340,2019-04-24 23:36,15,Sala,6,Pres sala
2343,2019-04-24 23:48,16,Cozinha,5,Pres cozinha
2343,2019-04-24 23:48,15,Sala,6,Pres sala
2344,2019-04-24 23:55,16,Cozinha,5,Pres cozinha
2344,2019-04-24 23:55,15,Sala,6,Pres sala
2347,2019-04-25 00:04,15,Sala,6,Pres sala
2348,2019-04-25 00:17,16,Cozinha,5,Pres cozinha
2348,2019-04-25 00:17,15,Sala,6,Pres sala
2350,2019-04-25 00:26,16,Cozinha,5,Pres cozinha
2355,2019-04-25 00:42,16,Cozinha,5,Pres cozinha
2357,2019-04-25 00:48,15,Sala,6,Pres sala
2360,2019-04-25 01:06,16,Cozinha,5,Pres cozinha
2360,2019-04-25 01:06,16,Cozinha,8,Indo dormir
2360,2019-04-25 01:06,22,Corredor,8,Indo dormir
2361,2019-04-25 01:12,16,Cozinha,5,Pres cozinha
2361,2019-04-25 01:12,15,Sala,6,Pres sala
2361,2019-04-25 01:12,15,Sala,8,Indo dormir
2361,2019-04-25 01:12,22,Corredor,8,Indo dormir
2361,2019-04-25 01:12,16,Cozinha,8,Indo dormir
2363,2019-04-25 01:22,16,Cozinha,5,Pres cozinha
2363,2019-04-25 01:22,15,Sala,6,Pres sala
2363,2019-04-25 01:22,15,Sala,8,Indo dormir
2363,2019-04-25 01:22,16,Cozinha,8,Indo dormir
2367,2019-04-25 01:34,16,Cozinha,5,Pres cozinha
2367,2019-04-25 01:34,15,Sala,6,Pres sala
2367,2019-04-25 01:34,15,Sala,8,Indo dormir
2367,2019-04-25 01:34,16,Cozinha,8,Indo dormir
2371,2019-04-25 01:53,16,Cozinha,5,Pres cozinha
2371,2019-04-25 01:53,16,Cozinha,8,Indo dormir
2371,2019-04-25 01:53,22,Corredor,8,Indo dormir
2373,2019-04-25 02:09,15,Sala,6,Pres sala
2375,2019-04-25 02:15,15,Sala,6,Pres sala
2430,2019-04-25 05:27,16,Cozinha,5,Pres cozinha
2431,2019-04-25 05:30,15,Sala,1,Acordar (dia util)
2431,2019-04-25 05:30,22,Corredor,1,Acordar (dia util)
2431,2019-04-25 05:30,15,Sala,6,Pres sala
2455,2019-04-25 07:01,16,Cozinha,5,Pres cozinha
2455,2019-04-25 07:01,15,Sala,6,Pres sala
2457,2019-04-25 07:07,15,Sala,6,Pres sala
2462,2019-04-25 07:32,15,Sala,6,Pres sala
2463,2019-04-25 07:35,16,Cozinha,5,Pres cozinha
2507,2019-04-25 09:59,16,Cozinha,5,Pres cozinha
2507,2019-04-25 09:59,15,Sala,6,Pres sala
2509,2019-04-25 10:05,16,Cozinha,5,Pres cozinha
2509,2019-04-25 10:05,15,Sala,6,Pres sala
2511,2019-04-25 10:12,15,Sala,6,Pres sala
2514,2019-04-25 10:21,16,Cozinha,5,Pres cozinha
2514,2019-04-25 10:21,15,Sala,6,Pres sala
2517,2019-04-25 10:30,16,Cozinha,5,Pres cozinha
2520,2019-04-25 10:40,15,Sala,6,Pres sala
2523,2019-04-25 10:49,16,Cozinha,5,Pres cozinha
2526,2019-04-25 11:05,15,Sala,6,Pres sala
2527,2019-04-25 11:08,16,Cozinha,5,Pres cozinha
2529,2019-04-25 11:14,15,Sala,6,Pres sala
2532,2019-04-25 11:24,15,Sala,6,Pres sala
2535,2019-04-25 11:33,15,Sala,6,Pres sala
2537,2019-04-25 11:42,15,Sala,6,Pres sala
2541,2019-04-25 12:01,15,Sala,6,Pres sala
2544,2019-04-25 12:11,15,Sala,6,Pres sala
2548,2019-04-25 12:23,15,Sala,6,Pres sala
2553,2019-04-25 12:39,15,Sala,6,Pres sala
2554,2019-04-25 12:45,15,Sala,6,Pres sala
2563,2019-04-25 13:13,15,Sala,6,Pres sala
2582,2019-04-25 14:17,16,Cozinha,5,Pres cozinha
2616,2019-04-25 16:09,15,Sala,6,Pres sala
2652,2019-04-25 18:11,15,Sala,6,Pres sala
2653,2019-04-25 18:14,16,Cozinha,5,Pres cozinha
2658,2019-04-25 18:33,16,Cozinha,5,Pres cozinha
2658,2019-04-25 18:33,15,Sala,6,Pres sala
2661,2019-04-25 18:45,15,Sala,6,Pres sala
2666,2019-04-25 19:01,15,Sala,6,Pres sala
2671,2019-04-25 19:16,15,Sala,6,Pres sala
2678,2019-04-25 19:45,15,Sala,6,Pres sala
2679,2019-04-25 19:48,15,Sala,6,Pres sala
2688,2019-04-25 20:33,15,Sala,6,Pres sala
2694,2019-04-25 21:04,15,Sala,6,Pres sala
2729,2019-04-25 23:18,16,Cozinha,5,Pres cozinha
2732,2019-04-25 23:31,16,Cozinha,5,Pres cozinha
2733,2019-04-25 23:40,16,Cozinha,5,Pres cozinha
2733,2019-04-25 23:40,15,Sala,6,Pres sala
2734,2019-04-25 23:53,16,Cozinha,5,Pres cozinha
2734,2019-04-25 23:53,15,Sala,6,Pres sala
2736,2019-04-26 00:02,15,Sala,6,Pres sala
2737,2019-04-26 00:15,15,Sala,6,Pres sala
2739,2019-04-26 00:22,15,Sala,6,Pres sala
2740,2019-04-26 00:28,16,Cozinha,5,Pres cozinha
2740,2019-04-26 00:28,15,Sala,6,Pres sala
2743,2019-04-26 00:37,15,Sala,6,Pres sala
2745,2019-04-26 00:43,15,Sala,6,Pres sala
2749,2019-04-26 00:59,15,Sala,6,Pres sala
2751,2019-04-26 01:12,15,Sala,6,Pres sala
2752,2019-04-26 01:15,16,Cozinha,5,Pres cozinha
2753,2019-04-26 01:21,15,Sala,6,Pres sala
2754,2019-04-26 01:24,16,Cozinha,5,Pres cozinha
2757,2019-04-26 01:34,16,Cozinha,5,Pres cozinha
2838,2019-04-26 06:09,16,Cozinha,5,Pres cozinha
2857,2019-04-26 07:27,16,Cozinha,5,Pres cozinha
2857,2019-04-26 07:27,15,Sala,6,Pres sala
2858,2019-04-26 07:33,16,Cozinha,5,Pres cozinha
2859,2019-04-26 07:46,16,Cozinha,5,Pres cozinha
