Id Home,Timestamp,Sensor Comodo,Comodo,Id Atividade,Atividade
1822,2019-04-23 17:24,15,Sala,7,Assistir TV
1822,2019-04-23 17:24,18,Garagem,3,Entrada
1822,2019-04-23 17:24,18,Garagem,4,Saída
1823,2019-04-23 17:27,18,Garagem,3,Entrada
1823,2019-04-23 17:27,18,Garagem,4,Saída
1824,2019-04-23 17:31,18,Garagem,3,Entrada
1824,2019-04-23 17:31,18,Garagem,4,Saída
1827,2019-04-23 17:43,15,Sala,7,Assistir TV
1827,2019-04-23 17:43,18,Garagem,3,Entrada
1827,2019-04-23 17:43,18,Garagem,4,Saída
1828,2019-04-23 17:46,18,Garagem,3,Entrada
1828,2019-04-23 17:46,18,Garagem,4,Saída
1829,2019-04-23 17:49,18,Garagem,3,Entrada
1829,2019-04-23 17:49,18,Garagem,4,Saída
1830,2019-04-23 17:55,18,Garagem,3,Entrada
1830,2019-04-23 17:55,18,Garagem,4,Saída
1834,2019-04-23 18:08,18,Garagem,3,Entrada
1834,2019-04-23 18:08,18,Garagem,4,Saída
1836,2019-04-23 18:14,18,Garagem,3,Entrada
1836,2019-04-23 18:14,18,Garagem,4,Saída
1837,2019-04-23 18:18,18,Garagem,3,Entrada
1837,2019-04-23 18:18,18,Garagem,4,Saída
1838,2019-04-23 18:21,18,Garagem,3,Entrada
1838,2019-04-23 18:21,18,Garagem,4,Saída
1839,2019-04-23 18:24,18,Garagem,3,Entrada
1839,2019-04-23 18:24,18,Garagem,4,Saída
1840,2019-04-23 18:27,18,Garagem,3,Entrada
1840,2019-04-23 18:27,18,Garagem,4,Saída
1841,2019-04-23 18:30,15,Sala,7,Assistir TV
1842,2019-04-23 18:33,18,Garagem,3,Entrada
1842,2019-04-23 18:33,18,Garagem,4,Saída
1844,2019-04-23 18:40,15,Sala,6,Lazer sala
1844,2019-04-23 18:40,15,Sala,7,Assistir TV
1844,2019-04-23 18:40,18,Garagem,3,Entrada
1844,2019-04-23 18:40,18,Garagem,4,Saída
1845,2019-04-23 18:43,18,Garagem,3,Entrada
1845,2019-04-23 18:43,18,Garagem,4,Saída
1847,2019-04-23 18:49,18,Garagem,3,Entrada
1847,2019-04-23 18:49,18,Garagem,4,Saída
1848,2019-04-23 18:52,15,Sala,7,Assistir TV
1848,2019-04-23 18:52,18,Garagem,3,Entrada
1848,2019-04-23 18:52,18,Garagem,4,Saída
1849,2019-04-23 18:55,15,Sala,7,Assistir TV
1849,2019-04-23 18:55,18,Garagem,3,Entrada
1849,2019-04-23 18:55,18,Garagem,4,Saída
1850,2019-04-23 18:59,15,Sala,7,Assistir TV
1850,2019-04-23 18:59,18,Garagem,3,Entrada
1850,2019-04-23 18:59,18,Garagem,4,Saída
1851,2019-04-23 19:02,15,Sala,6,Lazer sala
1851,2019-04-23 19:02,15,Sala,7,Assistir TV
1851,2019-04-23 19:02,18,Garagem,3,Entrada
1851,2019-04-23 19:02,18,Garagem,4,Saída
1853,2019-04-23 19:08,16,Cozinha,5,Cozinha
1853,2019-04-23 19:08,18,Garagem,3,Entrada
1853,2019-04-23 19:08,18,Garagem,4,Saída
1854,2019-04-23 19:11,15,Sala,6,Lazer sala
1854,2019-04-23 19:11,15,Sala,7,Assistir TV
1854,2019-04-23 19:11,18,Garagem,3,Entrada
1854,2019-04-23 19:11,18,Garagem,4,Saída
1855,2019-04-23 19:14,15,Sala,7,Assistir TV
1855,2019-04-23 19:14,16,Cozinha,5,Cozinha
1855,2019-04-23 19:14,18,Garagem,3,Entrada
1855,2019-04-23 19:14,18,Garagem,4,Saída
1857,2019-04-23 19:21,18,Garagem,3,Entrada
1857,2019-04-23 19:21,18,Garagem,4,Saída
1858,2019-04-23 19:30,18,Garagem,3,Entrada
1858,2019-04-23 19:30,18,Garagem,4,Saída
1859,2019-04-23 19:33,18,Garagem,3,Entrada
1859,2019-04-23 19:33,18,Garagem,4,Saída
1860,2019-04-23 19:36,18,Garagem,3,Entrada
1860,2019-04-23 19:36,18,Garagem,4,Saída
1861,2019-04-23 19:39,18,Garagem,3,Entrada
1861,2019-04-23 19:39,18,Garagem,4,Saída
1862,2019-04-23 19:42,18,Garagem,3,Entrada
1862,2019-04-23 19:42,18,Garagem,4,Saída
1864,2019-04-23 19:49,18,Garagem,3,Entrada
1864,2019-04-23 19:49,18,Garagem,4,Saída
1865,2019-04-23 19:52,18,Garagem,3,Entrada
1865,2019-04-23 19:52,18,Garagem,4,Saída
1866,2019-04-23 19:55,18,Garagem,3,Entrada
1866,2019-04-23 19:55,18,Garagem,4,Saída
1867,2019-04-23 19:58,18,Garagem,3,Entrada
1867,2019-04-23 19:58,18,Garagem,4,Saída
1871,2019-04-23 20:11,15,Sala,7,Assistir TV
1871,2019-04-23 20:11,16,Cozinha,5,Cozinha
1871,2019-04-23 20:11,18,Garagem,3,Entrada
1871,2019-04-23 20:11,18,Garagem,4,Saída
1873,2019-04-23 20:17,18,Garagem,3,Entrada
1873,2019-04-23 20:17,18,Garagem,4,Saída
1874,2019-04-23 20:23,18,Garagem,3,Entrada
1874,2019-04-23 20:23,18,Garagem,4,Saída
1876,2019-04-23 20:29,18,Garagem,3,Entrada
1876,2019-04-23 20:29,18,Garagem,4,Saída
1877,2019-04-23 20:32,18,Garagem,3,Entrada
1877,2019-04-23 20:32,18,Garagem,4,Saída
1878,2019-04-23 20:35,15,Sala,7,Assistir TV
1878,2019-04-23 20:35,16,Cozinha,5,Cozinha
1878,2019-04-23 20:35,18,Garagem,3,Entrada
1878,2019-04-23 20:35,18,Garagem,4,Saída
1879,2019-04-23 20:38,18,Garagem,3,Entrada
1879,2019-04-23 20:38,18,Garagem,4,Saída
1880,2019-04-23 20:42,15,Sala,7,Assistir TV
1880,2019-04-23 20:42,16,Cozinha,5,Cozinha
1880,2019-04-23 20:42,18,Garagem,3,Entrada
1880,2019-04-23 20:42,18,Garagem,4,Saída
1886,2019-04-23 21:07,15,Sala,7,Assistir TV
1887,2019-04-23 21:10,15,Sala,7,Assistir TV
1889,2019-04-23 21:16,15,Sala,6,Lazer sala
1889,2019-04-23 21:16,15,Sala,7,Assistir TV
1889,2019-04-23 21:16,16,Cozinha,5,Cozinha
1889,2019-04-23 21:16,18,Garagem,3,Entrada
1889,2019-04-23 21:16,18,Garagem,4,Saída
1890,2019-04-23 21:19,15,Sala,6,Lazer sala
1890,2019-04-23 21:19,15,Sala,7,Assistir TV
1890,2019-04-23 21:19,16,Cozinha,5,Cozinha
1893,2019-04-23 21:35,18,Garagem,3,Entrada
1893,2019-04-23 21:35,18,Garagem,4,Saída
1895,2019-04-23 21:41,18,Garagem,3,Entrada
1895,2019-04-23 21:41,18,Garagem,4,Saída
1896,2019-04-23 21:45,15,Sala,7,Assistir TV
1896,2019-04-23 21:45,18,Garagem,3,Entrada
1896,2019-04-23 21:45,18,Garagem,4,Saída
1898,2019-04-23 21:51,15,Sala,7,Assistir TV
1899,2019-04-23 21:57,15,Sala,6,Lazer sala
1899,2019-04-23 21:57,15,Sala,7,Assistir TV
1899,2019-04-23 21:57,18,Garagem,3,Entrada
1899,2019-04-23 21:57,18,Garagem,4,Saída
1900,2019-04-23 22:00,15,Sala,6,Lazer sala
1900,2019-04-23 22:00,15,Sala,7,Assistir TV
1900,2019-04-23 22:00,16,Cozinha,5,Cozinha
1900,2019-04-23 22:00,18,Garagem,3,Entrada
1900,2019-04-23 22:00,18,Garagem,4,Saída
1901,2019-04-23 22:03,15,Sala,7,Assistir TV
1901,2019-04-23 22:03,18,Garagem,3,Entrada
1901,2019-04-23 22:03,18,Garagem,4,Saída
1904,2019-04-23 22:16,18,Garagem,3,Entrada
1904,2019-04-23 22:16,18,Garagem,4,Saída
1905,2019-04-23 22:19,18,Garagem,3,Entrada
1905,2019-04-23 22:19,18,Garagem,4,Saída
1910,2019-04-23 22:35,15,Sala,7,Assistir TV
1910,2019-04-23 22:35,16,Cozinha,5,Cozinha
1910,2019-04-23 22:35,18,Garagem,3,Entrada
1910,2019-04-23 22:35,18,Garagem,4,Saída
1911,2019-04-23 22:38,15,Sala,7,Assistir TV
1913,2019-04-23 22:48,16,Cozinha,5,Cozinha
1915,2019-04-23 22:54,16,Cozinha,5,Cozinha
1915,2019-04-23 22:54,18,Garagem,3,Entrada
1915,2019-04-23 22:54,18,Garagem,4,Saída
1916,2019-04-23 22:57,18,Garagem,3,Entrada
1916,2019-04-23 22:57,18,Garagem,4,Saída
1917,2019-04-23 23:00,15,Sala,6,Lazer sala
1917,2019-04-23 23:00,15,Sala,7,Assistir TV
1917,2019-04-23 23:00,18,Garagem,3,Entrada
1917,2019-04-23 23:00,18,Garagem,4,Saída
1918,2019-04-23 23:03,15,Sala,6,Lazer sala
1918,2019-04-23 23:03,15,Sala,7,Assistir TV
1919,2019-04-23 23:06,18,Garagem,3,Entrada
1919,2019-04-23 23:06,18,Garagem,4,Saída
1920,2019-04-23 23:13,18,Garagem,3,Entrada
1920,2019-04-23 23:13,18,Garagem,4,Saída
1921,2019-04-23 23:16,18,Garagem,3,Entrada
1921,2019-04-23 23:16,18,Garagem,4,Saída
1922,2019-04-23 23:19,18,Garagem,3,Entrada
1922,2019-04-23 23:19,18,Garagem,4,Saída
1927,2019-04-23 23:35,16,Cozinha,5,Cozinha
1928,2019-04-23 23:38,15,Sala,6,Lazer sala
1928,2019-04-23 23:38,15,Sala,7,Assistir TV
1928,2019-04-23 23:38,16,Cozinha,5,Cozinha
1928,2019-04-23 23:38,18,Garagem,3,Entrada
1928,2019-04-23 23:38,18,Garagem,4,Saída
1929,2019-04-23 23:41,15,Sala,6,Lazer sala
1929,2019-04-23 23:41,15,Sala,7,Assistir TV
1929,2019-04-23 23:41,16,Cozinha,5,Cozinha
1930,2019-04-23 23:44,15,Sala,6,Lazer sala
1930,2019-04-23 23:44,15,Sala,7,Assistir TV
1930,2019-04-23 23:44,16,Cozinha,5,Cozinha
1930,2019-04-23 23:44,18,Garagem,3,Entrada
1930,2019-04-23 23:44,18,Garagem,4,Saída
1932,2019-04-23 23:53,16,Cozinha,5,Cozinha
1933,2019-04-24 00:00,15,Sala,6,Lazer sala
1933,2019-04-24 00:00,15,Sala,7,Assistir TV
1933,2019-04-24 00:00,18,Garagem,3,Entrada
1933,2019-04-24 00:00,18,Garagem,4,Saída
1935,2019-04-24 00:06,16,Cozinha,5,Cozinha
1936,2019-04-24 00:12,15,Sala,6,Lazer sala
1936,2019-04-24 00:12,15,Sala,7,Assistir TV
1936,2019-04-24 00:12,18,Garagem,3,Entrada
1936,2019-04-24 00:12,18,Garagem,4,Saída
1937,2019-04-24 00:15,18,Garagem,3,Entrada
1937,2019-04-24 00:15,18,Garagem,4,Saída
1938,2019-04-24 00:18,16,Cozinha,5,Cozinha
1941,2019-04-24 00:31,16,Cozinha,5,Cozinha
1942,2019-04-24 00:34,16,Cozinha,5,Cozinha
1946,2019-04-24 00:46,15,Sala,6,Lazer sala
1946,2019-04-24 00:46,15,Sala,7,Assistir TV
1946,2019-04-24 00:46,16,Cozinha,5,Cozinha
1947,2019-04-24 00:49,16,Cozinha,5,Cozinha
1948,2019-04-24 00:52,15,Sala,6,Lazer sala
1948,2019-04-24 00:52,15,Sala,7,Assistir TV
1950,2019-04-24 00:59,16,Cozinha,5,Cozinha
1950,2019-04-24 00:59,18,Garagem,3,Entrada
1950,2019-04-24 00:59,18,Garagem,4,Saída
1951,2019-04-24 01:02,17,Lavanderia,8,Dormir
1951,2019-04-24 01:02,22,Corredor,8,Dormir
1952,2019-04-24 01:05,15,Sala,6,Lazer sala
1952,2019-04-24 01:05,15,Sala,7,Assistir TV
1952,2019-04-24 01:05,15,Sala,8,Dormir
1952,2019-04-24 01:05,16,Cozinha,8,Dormir
1952,2019-04-24 01:05,18,Garagem,3,Entrada
1952,2019-04-24 01:05,18,Garagem,4,Saída
1952,2019-04-24 01:05,18,Garagem,8,Dormir
1952,2019-04-24 01:05,19,Quarto 1,8,Dormir
1952,2019-04-24 01:05,22,Corredor,8,Dormir
1953,2019-04-24 01:08,19,Quarto 1,8,Dormir
1954,2019-04-24 01:11,18,Garagem,3,Entrada
1954,2019-04-24 01:11,18,Garagem,4,Saída
1954,2019-04-24 01:11,18,Garagem,8,Dormir
1957,2019-04-24 01:21,18,Garagem,3,Entrada
1957,2019-04-24 01:21,18,Garagem,4,Saída
1957,2019-04-24 01:21,18,Garagem,8,Dormir
1960,2019-04-24 01:30,19,Quarto 1,8,Dormir
1961,2019-04-24 01:33,17,Lavanderia,8,Dormir
1961,2019-04-24 01:33,19,Quarto 1,8,Dormir
1962,2019-04-24 01:36,17,Lavanderia,8,Dormir
1964,2019-04-24 01:42,19,Quarto 1,8,Dormir
1964,2019-04-24 01:42,23,Quarto 3,8,Dormir
1965,2019-04-24 01:46,23,Quarto 3,8,Dormir
1966,2019-04-24 01:49,19,Quarto 1,8,Dormir
1967,2019-04-24 01:52,19,Quarto 1,8,Dormir
1968,2019-04-24 01:55,15,Sala,7,Assistir TV
1968,2019-04-24 01:55,15,Sala,8,Dormir
1968,2019-04-24 01:55,16,Cozinha,8,Dormir
1968,2019-04-24 01:55,17,Lavanderia,8,Dormir
1968,2019-04-24 01:55,18,Garagem,3,Entrada
1968,2019-04-24 01:55,18,Garagem,4,Saída
1968,2019-04-24 01:55,18,Garagem,8,Dormir
1968,2019-04-24 01:55,19,Quarto 1,8,Dormir
1968,2019-04-24 01:55,20,Quarto 2,8,Dormir
1968,2019-04-24 01:55,21,Cobertura,8,Dormir
1968,2019-04-24 01:55,22,Corredor,8,Dormir
1968,2019-04-24 01:55,23,Quarto 3,8,Dormir
1970,2019-04-24 02:01,15,Sala,7,Assistir TV
1970,2019-04-24 02:01,18,Garagem,3,Entrada
1970,2019-04-24 02:01,18,Garagem,4,Saída
2002,2019-04-24 03:47,18,Garagem,3,Entrada
2002,2019-04-24 03:47,18,Garagem,4,Saída
2003,2019-04-24 03:50,18,Garagem,3,Entrada
2003,2019-04-24 03:50,18,Garagem,4,Saída
2020,2019-04-24 04:44,18,Garagem,3,Entrada
2020,2019-04-24 04:44,18,Garagem,4,Saída
2021,2019-04-24 04:47,18,Garagem,3,Entrada
2021,2019-04-24 04:47,18,Garagem,4,Saída
2025,2019-04-24 04:59,15,Sala,7,Assistir TV
2025,2019-04-24 04:59,18,Garagem,3,Entrada
2025,2019-04-24 04:59,18,Garagem,4,Saída
2029,2019-04-24 05:15,17,Lavanderia,1,Acordar (dia util)
2029,2019-04-24 05:15,18,Garagem,1,Acordar (dia util)
2029,2019-04-24 05:15,18,Garagem,3,Entrada
2029,2019-04-24 05:15,18,Garagem,4,Saída
2029,2019-04-24 05:15,22,Corredor,1,Acordar (dia util)
2030,2019-04-24 05:18,18,Garagem,1,Acordar (dia util)
2030,2019-04-24 05:18,18,Garagem,3,Entrada
2030,2019-04-24 05:18,18,Garagem,4,Saída
2031,2019-04-24 05:21,16,Cozinha,1,Acordar (dia util)
2031,2019-04-24 05:21,17,Lavanderia,1,Acordar (dia util)
2031,2019-04-24 05:21,18,Garagem,1,Acordar (dia util)
2031,2019-04-24 05:21,18,Garagem,3,Entrada
2031,2019-04-24 05:21,18,Garagem,4,Saída
2032,2019-04-24 05:24,15,Sala,1,Acordar (dia util)
2032,2019-04-24 05:24,15,Sala,7,Assistir TV
2032,2019-04-24 05:24,16,Cozinha,1,Acordar (dia util)
2032,2019-04-24 05:24,17,Lavanderia,1,Acordar (dia util)
2032,2019-04-24 05:24,18,Garagem,1,Acordar (dia util)
2032,2019-04-24 05:24,18,Garagem,3,Entrada
2032,2019-04-24 05:24,18,Garagem,4,Saída
2032,2019-04-24 05:24,19,Quarto 1,1,Acordar (dia util)
2032,2019-04-24 05:24,20,Quarto 2,1,Acordar (dia util)
2032,2019-04-24 05:24,21,Cobertura,1,Acordar (dia util)
2032,2019-04-24 05:24,22,Corredor,1,Acordar (dia util)
2032,2019-04-24 05:24,23,Quarto 3,1,Acordar (dia util)
2034,2019-04-24 05:31,17,Lavanderia,1,Acordar (dia util)
2034,2019-04-24 05:31,18,Garagem,1,Acordar (dia util)
2034,2019-04-24 05:31,18,Garagem,3,Entrada
2034,2019-04-24 05:31,18,Garagem,4,Saída
2036,2019-04-24 05:40,18,Garagem,1,Acordar (dia util)
2036,2019-04-24 05:40,18,Garagem,3,Entrada
2036,2019-04-24 05:40,18,Garagem,4,Saída
2037,2019-04-24 05:43,17,Lavanderia,1,Acordar (dia util)
2037,2019-04-24 05:43,18,Garagem,1,Acordar (dia util)
2037,2019-04-24 05:43,18,Garagem,3,Entrada
2037,2019-04-24 05:43,18,Garagem,4,Saída
2038,2019-04-24 05:46,15,Sala,1,Acordar (dia util)
2038,2019-04-24 05:46,15,Sala,7,Assistir TV
2038,2019-04-24 05:46,16,Cozinha,1,Acordar (dia util)
2038,2019-04-24 05:46,17,Lavanderia,1,Acordar (dia util)
2038,2019-04-24 05:46,18,Garagem,1,Acordar (dia util)
2038,2019-04-24 05:46,18,Garagem,3,Entrada
2038,2019-04-24 05:46,18,Garagem,4,Saída
2038,2019-04-24 05:46,19,Quarto 1,1,Acordar (dia util)
2038,2019-04-24 05:46,20,Quarto 2,1,Acordar (dia util)
2038,2019-04-24 05:46,21,Cobertura,1,Acordar (dia util)
2038,2019-04-24 05:46,22,Corredor,1,Acordar (dia util)
2038,2019-04-24 05:46,23,Quarto 3,1,Acordar (dia util)
2041,2019-04-24 06:05,18,Garagem,1,Acordar (dia util)
2041,2019-04-24 06:05,18,Garagem,3,Entrada
2041,2019-04-24 06:05,18,Garagem,4,Saída
2046,2019-04-24 06:20,18,Garagem,1,Acordar (dia util)
2046,2019-04-24 06:20,18,Garagem,3,Entrada
2046,2019-04-24 06:20,18,Garagem,4,Saída
2046,2019-04-24 06:20,22,Corredor,1,Acordar (dia util)
2047,2019-04-24 06:23,18,Garagem,1,Acordar (dia util)
2047,2019-04-24 06:23,18,Garagem,3,Entrada
2047,2019-04-24 06:23,18,Garagem,4,Saída
2048,2019-04-24 06:26,15,Sala,1,Acordar (dia util)
2048,2019-04-24 06:26,15,Sala,7,Assistir TV
2048,2019-04-24 06:26,16,Cozinha,1,Acordar (dia util)
2048,2019-04-24 06:26,17,Lavanderia,1,Acordar (dia util)
2048,2019-04-24 06:26,18,Garagem,1,Acordar (dia util)
2048,2019-04-24 06:26,18,Garagem,3,Entrada
2048,2019-04-24 06:26,18,Garagem,4,Saída
2048,2019-04-24 06:26,21,Cobertura,1,Acordar (dia util)
2049,2019-04-24 06:29,18,Garagem,1,Acordar (dia util)
2049,2019-04-24 06:29,18,Garagem,3,Entrada
2049,2019-04-24 06:29,18,Garagem,4,Saída
2049,2019-04-24 06:29,21,Cobertura,1,Acordar (dia util)
2049,2019-04-24 06:29,22,Corredor,1,Acordar (dia util)
2050,2019-04-24 06:32,18,Garagem,3,Entrada
2050,2019-04-24 06:32,18,Garagem,4,Saída
2051,2019-04-24 06:35,15,Sala,6,Lazer sala
2051,2019-04-24 06:35,15,Sala,7,Assistir TV
2051,2019-04-24 06:35,18,Garagem,3,Entrada
2051,2019-04-24 06:35,18,Garagem,4,Saída
2052,2019-04-24 06:39,15,Sala,6,Lazer sala
2052,2019-04-24 06:39,15,Sala,7,Assistir TV
2052,2019-04-24 06:39,18,Garagem,3,Entrada
2052,2019-04-24 06:39,18,Garagem,4,Saída
2053,2019-04-24 06:42,15,Sala,6,Lazer sala
2053,2019-04-24 06:42,15,Sala,7,Assistir TV
2053,2019-04-24 06:42,16,Cozinha,5,Cozinha
2053,2019-04-24 06:42,18,Garagem,3,Entrada
2053,2019-04-24 06:42,18,Garagem,4,Saída
2054,2019-04-24 06:45,15,Sala,6,Lazer sala
2054,2019-04-24 06:45,15,Sala,7,Assistir TV
2054,2019-04-24 06:45,16,Cozinha,5,Cozinha
2055,2019-04-24 06:48,15,Sala,6,Lazer sala
2055,2019-04-24 06:48,15,Sala,7,Assistir TV
2056,2019-04-24 06:54,16,Cozinha,5,Cozinha
2058,2019-04-24 07:01,18,Garagem,3,Entrada
2058,2019-04-24 07:01,18,Garagem,4,Saída
2059,2019-04-24 07:04,15,Sala,6,Lazer sala
2059,2019-04-24 07:04,15,Sala,7,Assistir TV
2062,2019-04-24 07:13,15,Sala,6,Lazer sala
2062,2019-04-24 07:13,15,Sala,7,Assistir TV
2063,2019-04-24 07:16,15,Sala,7,Assistir TV
2063,2019-04-24 07:16,18,Garagem,3,Entrada
2063,2019-04-24 07:16,18,Garagem,4,Saída
2065,2019-04-24 07:23,15,Sala,6,Lazer sala
2065,2019-04-24 07:23,15,Sala,7,Assistir TV
2066,2019-04-24 07:35,15,Sala,6,Lazer sala
2066,2019-04-24 07:35,15,Sala,7,Assistir TV
2066,2019-04-24 07:35,16,Cozinha,5,Cozinha
2066,2019-04-24 07:35,18,Garagem,3,Entrada
2066,2019-04-24 07:35,18,Garagem,4,Saída
2070,2019-04-24 07:51,18,Garagem,3,Entrada
2070,2019-04-24 07:51,18,Garagem,4,Saída
2073,2019-04-24 08:00,18,Garagem,3,Entrada
2073,2019-04-24 08:00,18,Garagem,4,Saída
2075,2019-04-24 08:06,18,Garagem,3,Entrada
2075,2019-04-24 08:06,18,Garagem,4,Saída
2077,2019-04-24 08:13,15,Sala,7,Assistir TV
2078,2019-04-24 08:16,18,Garagem,3,Entrada
2078,2019-04-24 08:16,18,Garagem,4,Saída
2079,2019-04-24 08:19,18,Garagem,3,Entrada
2079,2019-04-24 08:19,18,Garagem,4,Saída
2080,2019-04-24 08:22,15,Sala,6,Lazer sala
2080,2019-04-24 08:22,15,Sala,7,Assistir TV
2080,2019-04-24 08:22,16,Cozinha,5,Cozinha
2081,2019-04-24 08:25,15,Sala,6,Lazer sala
2081,2019-04-24 08:25,15,Sala,7,Assistir TV
2082,2019-04-24 08:28,16,Cozinha,5,Cozinha
2086,2019-04-24 08:41,15,Sala,6,Lazer sala
2086,2019-04-24 08:41,15,Sala,7,Assistir TV
2086,2019-04-24 08:41,18,Garagem,3,Entrada
2086,2019-04-24 08:41,18,Garagem,4,Saída
2088,2019-04-24 08:47,15,Sala,6,Lazer sala
2088,2019-04-24 08:47,15,Sala,7,Assistir TV
2089,2019-04-24 08:51,15,Sala,7,Assistir TV
2091,2019-04-24 08:57,18,Garagem,3,Entrada
2091,2019-04-24 08:57,18,Garagem,4,Saída
2092,2019-04-24 09:00,18,Garagem,3,Entrada
2092,2019-04-24 09:00,18,Garagem,4,Saída
2093,2019-04-24 09:03,15,Sala,7,Assistir TV
2094,2019-04-24 09:06,15,Sala,7,Assistir TV
2095,2019-04-24 09:09,15,Sala,7,Assistir TV
2097,2019-04-24 09:16,15,Sala,6,Lazer sala
2097,2019-04-24 09:16,15,Sala,7,Assistir TV
2099,2019-04-24 09:22,15,Sala,6,Lazer sala
2099,2019-04-24 09:22,15,Sala,7,Assistir TV
2099,2019-04-24 09:22,18,Garagem,3,Entrada
2099,2019-04-24 09:22,18,Garagem,4,Saída
2100,2019-04-24 09:25,15,Sala,7,Assistir TV
2100,2019-04-24 09:25,18,Garagem,3,Entrada
2100,2019-04-24 09:25,18,Garagem,4,Saída
2102,2019-04-24 09:31,15,Sala,6,Lazer sala
2102,2019-04-24 09:31,15,Sala,7,Assistir TV
2103,2019-04-24 09:34,15,Sala,6,Lazer sala
2103,2019-04-24 09:34,15,Sala,7,Assistir TV
2105,2019-04-24 09:41,15,Sala,6,Lazer sala
2105,2019-04-24 09:41,15,Sala,7,Assistir TV
2108,2019-04-24 09:50,15,Sala,6,Lazer sala
2108,2019-04-24 09:50,15,Sala,7,Assistir TV
2109,2019-04-24 09:53,15,Sala,6,Lazer sala
2109,2019-04-24 09:53,15,Sala,7,Assistir TV
2109,2019-04-24 09:53,18,Garagem,3,Entrada
2109,2019-04-24 09:53,18,Garagem,4,Saída
2110,2019-04-24 09:56,18,Garagem,3,Entrada
2110,2019-04-24 09:56,18,Garagem,4,Saída
2111,2019-04-24 09:59,15,Sala,7,Assistir TV
2111,2019-04-24 09:59,18,Garagem,3,Entrada
2111,2019-04-24 09:59,18,Garagem,4,Saída
2113,2019-04-24 10:05,15,Sala,6,Lazer sala
2113,2019-04-24 10:05,15,Sala,7,Assistir TV
2115,2019-04-24 10:15,15,Sala,7,Assistir TV
2115,2019-04-24 10:15,18,Garagem,3,Entrada
2115,2019-04-24 10:15,18,Garagem,4,Saída
2116,2019-04-24 10:18,18,Garagem,3,Entrada
2116,2019-04-24 10:18,18,Garagem,4,Saída
2119,2019-04-24 10:27,15,Sala,7,Assistir TV
2123,2019-04-24 10:40,15,Sala,6,Lazer sala
2123,2019-04-24 10:40,15,Sala,7,Assistir TV
2124,2019-04-24 10:43,18,Garagem,3,Entrada
2124,2019-04-24 10:43,18,Garagem,4,Saída
2125,2019-04-24 10:46,18,Garagem,3,Entrada
2125,2019-04-24 10:46,18,Garagem,4,Saída
2126,2019-04-24 10:49,15,Sala,6,Lazer sala
2126,2019-04-24 10:49,15,Sala,7,Assistir TV
2128,2019-04-24 10:55,18,Garagem,3,Entrada
2128,2019-04-24 10:55,18,Garagem,4,Saída
2129,2019-04-24 10:58,15,Sala,6,Lazer sala
2129,2019-04-24 10:58,15,Sala,7,Assistir TV
2129,2019-04-24 10:58,18,Garagem,3,Entrada
2129,2019-04-24 10:58,18,Garagem,4,Saída
2130,2019-04-24 11:02,15,Sala,6,Lazer sala
2130,2019-04-24 11:02,15,Sala,7,Assistir TV
2130,2019-04-24 11:02,18,Garagem,3,Entrada
2130,2019-04-24 11:02,18,Garagem,4,Saída
2132,2019-04-24 11:14,15,Sala,6,Lazer sala
2132,2019-04-24 11:14,15,Sala,7,Assistir TV
2132,2019-04-24 11:14,16,Cozinha,5,Cozinha
2132,2019-04-24 11:14,18,Garagem,3,Entrada
2132,2019-04-24 11:14,18,Garagem,4,Saída
2134,2019-04-24 11:20,15,Sala,7,Assistir TV
2135,2019-04-24 11:27,15,Sala,6,Lazer sala
2135,2019-04-24 11:27,15,Sala,7,Assistir TV
2135,2019-04-24 11:27,18,Garagem,3,Entrada
2135,2019-04-24 11:27,18,Garagem,4,Saída
2136,2019-04-24 11:30,18,Garagem,3,Entrada
2136,2019-04-24 11:30,18,Garagem,4,Saída
2140,2019-04-24 11:42,15,Sala,6,Lazer sala
2140,2019-04-24 11:42,15,Sala,7,Assistir TV
2141,2019-04-24 11:45,15,Sala,6,Lazer sala
2141,2019-04-24 11:45,15,Sala,7,Assistir TV
2142,2019-04-24 11:48,15,Sala,6,Lazer sala
2142,2019-04-24 11:48,15,Sala,7,Assistir TV
2145,2019-04-24 11:58,18,Garagem,3,Entrada
2145,2019-04-24 11:58,18,Garagem,4,Saída
2147,2019-04-24 12:04,15,Sala,7,Assistir TV
2148,2019-04-24 12:07,18,Garagem,3,Entrada
2148,2019-04-24 12:07,18,Garagem,4,Saída
2151,2019-04-24 12:16,15,Sala,6,Lazer sala
2151,2019-04-24 12:16,15,Sala,7,Assistir TV
2151,2019-04-24 12:16,18,Garagem,3,Entrada
2151,2019-04-24 12:16,18,Garagem,4,Saída
2152,2019-04-24 12:19,15,Sala,6,Lazer sala
2152,2019-04-24 12:19,15,Sala,7,Assistir TV
2152,2019-04-24 12:19,18,Garagem,3,Entrada
2152,2019-04-24 12:19,18,Garagem,4,Saída
2153,2019-04-24 12:22,18,Garagem,3,Entrada
2153,2019-04-24 12:22,18,Garagem,4,Saída
2154,2019-04-24 12:25,15,Sala,7,Assistir TV
2154,2019-04-24 12:25,16,Cozinha,5,Cozinha
2154,2019-04-24 12:25,18,Garagem,3,Entrada
2154,2019-04-24 12:25,18,Garagem,4,Saída
2155,2019-04-24 12:28,15,Sala,6,Lazer sala
2155,2019-04-24 12:28,15,Sala,7,Assistir TV
2155,2019-04-24 12:28,18,Garagem,3,Entrada
