Id Home,Timestamp,Sensor Comodo,Comodo,Id Atividade,Atividade
4,2019-04-14 13:28,15,Sala,6,Lazer sala
4,2019-04-14 13:28,15,Sala,7,Assistir TV
4,2019-04-14 13:28,16,Cozinha,5,Cozinha
6,2019-04-14 13:32,15,Sala,6,Lazer sala
6,2019-04-14 13:32,15,Sala,7,Assistir TV
6,2019-04-14 13:32,16,Cozinha,5,Cozinha
6,2019-04-14 13:32,18,Garagem,3,Entrada
6,2019-04-14 13:32,18,Garagem,4,Saída
9,2019-04-14 13:44,15,Sala,6,Lazer sala
9,2019-04-14 13:44,15,Sala,7,Assistir TV
9,2019-04-14 13:44,16,Cozinha,5,Cozinha
16,2019-04-14 13:59,15,Sala,7,Assistir TV
16,2019-04-14 13:59,18,Garagem,3,Entrada
16,2019-04-14 13:59,18,Garagem,4,Saída
18,2019-04-14 14:03,18,Garagem,3,Entrada
18,2019-04-14 14:03,18,Garagem,4,Saída
22,2019-04-14 14:11,18,Garagem,3,Entrada
22,2019-04-14 14:11,18,Garagem,4,Saída
25,2019-04-14 14:17,18,Garagem,3,Entrada
25,2019-04-14 14:17,18,Garagem,4,Saída
27,2019-04-14 14:21,18,Garagem,3,Entrada
27,2019-04-14 14:21,18,Garagem,4,Saída
28,2019-04-14 14:24,16,Cozinha,5,Cozinha
30,2019-04-14 14:28,18,Garagem,3,Entrada
30,2019-04-14 14:28,18,Garagem,4,Saída
31,2019-04-14 14:30,15,Sala,6,Lazer sala
31,2019-04-14 14:30,15,Sala,7,Assistir TV
33,2019-04-14 14:34,15,Sala,6,Lazer sala
33,2019-04-14 14:34,15,Sala,7,Assistir TV
33,2019-04-14 14:34,18,Garagem,3,Entrada
33,2019-04-14 14:34,18,Garagem,4,Saída
36,2019-04-14 14:40,18,Garagem,3,Entrada
36,2019-04-14 14:40,18,Garagem,4,Saída
40,2019-04-14 14:49,18,Garagem,3,Entrada
40,2019-04-14 14:49,18,Garagem,4,Saída
42,2019-04-14 14:53,18,Garagem,3,Entrada
42,2019-04-14 14:53,18,Garagem,4,Saída
45,2019-04-14 14:59,15,Sala,6,Lazer sala
45,2019-04-14 14:59,15,Sala,7,Assistir TV
46,2019-04-14 15:01,15,Sala,6,Lazer sala
46,2019-04-14 15:01,15,Sala,7,Assistir TV
54,2019-04-14 15:18,15,Sala,6,Lazer sala
54,2019-04-14 15:18,15,Sala,7,Assistir TV
54,2019-04-14 15:18,16,Cozinha,5,Cozinha
54,2019-04-14 15:18,18,Garagem,3,Entrada
54,2019-04-14 15:18,18,Garagem,4,Saída
56,2019-04-14 15:22,15,Sala,6,Lazer sala
56,2019-04-14 15:22,15,Sala,7,Assistir TV
56,2019-04-14 15:22,18,Garagem,3,Entrada
56,2019-04-14 15:22,18,Garagem,4,Saída
58,2019-04-14 15:35,15,Sala,6,Lazer sala
58,2019-04-14 15:35,15,Sala,7,Assistir TV
58,2019-04-14 15:35,18,Garagem,3,Entrada
58,2019-04-14 15:35,18,Garagem,4,Saída
59,2019-04-14 15:36,15,Sala,6,Lazer sala
59,2019-04-14 15:36,15,Sala,7,Assistir TV
62,2019-04-14 15:42,18,Garagem,3,Entrada
62,2019-04-14 15:42,18,Garagem,4,Saída
64,2019-04-14 15:46,15,Sala,7,Assistir TV
70,2019-04-14 15:58,15,Sala,6,Lazer sala
70,2019-04-14 15:58,15,Sala,7,Assistir TV
70,2019-04-14 15:58,16,Cozinha,5,Cozinha
70,2019-04-14 15:58,18,Garagem,3,Entrada
70,2019-04-14 15:58,18,Garagem,4,Saída
79,2019-04-14 16:23,18,Garagem,3,Entrada
79,2019-04-14 16:23,18,Garagem,4,Saída
80,2019-04-14 16:26,18,Garagem,3,Entrada
80,2019-04-14 16:26,18,Garagem,4,Saída
82,2019-04-14 16:30,18,Garagem,3,Entrada
82,2019-04-14 16:30,18,Garagem,4,Saída
85,2019-04-14 16:36,15,Sala,6,Lazer sala
85,2019-04-14 16:36,15,Sala,7,Assistir TV
85,2019-04-14 16:36,18,Garagem,3,Entrada
85,2019-04-14 16:36,18,Garagem,4,Saída
93,2019-04-14 17:01,18,Garagem,3,Entrada
93,2019-04-14 17:01,18,Garagem,4,Saída
94,2019-04-14 17:03,18,Garagem,3,Entrada
94,2019-04-14 17:03,18,Garagem,4,Saída
97,2019-04-14 17:10,15,Sala,6,Lazer sala
97,2019-04-14 17:10,15,Sala,7,Assistir TV
97,2019-04-14 17:10,16,Cozinha,5,Cozinha
99,2019-04-14 17:14,18,Garagem,3,Entrada
99,2019-04-14 17:14,18,Garagem,4,Saída
100,2019-04-14 17:16,18,Garagem,3,Entrada
100,2019-04-14 17:16,18,Garagem,4,Saída
103,2019-04-14 17:22,15,Sala,7,Assistir TV
106,2019-04-14 17:29,18,Garagem,3,Entrada
106,2019-04-14 17:29,18,Garagem,4,Saída
108,2019-04-14 17:33,16,Cozinha,5,Cozinha
108,2019-04-14 17:33,18,Garagem,3,Entrada
108,2019-04-14 17:33,18,Garagem,4,Saída
109,2019-04-14 17:35,18,Garagem,3,Entrada
109,2019-04-14 17:35,18,Garagem,4,Saída
111,2019-04-14 17:39,15,Sala,6,Lazer sala
111,2019-04-14 17:39,15,Sala,7,Assistir TV
112,2019-04-14 17:41,18,Garagem,3,Entrada
112,2019-04-14 17:41,18,Garagem,4,Saída
114,2019-04-14 17:45,18,Garagem,3,Entrada
114,2019-04-14 17:45,18,Garagem,4,Saída
117,2019-04-14 17:52,15,Sala,7,Assistir TV
117,2019-04-14 17:52,18,Garagem,3,Entrada
117,2019-04-14 17:52,18,Garagem,4,Saída
118,2019-04-14 17:54,15,Sala,7,Assistir TV
121,2019-04-14 18:00,15,Sala,7,Assistir TV
121,2019-04-14 18:00,18,Garagem,3,Entrada
121,2019-04-14 18:00,18,Garagem,4,Saída
129,2019-04-14 18:17,18,Garagem,3,Entrada
129,2019-04-14 18:17,18,Garagem,4,Saída
130,2019-04-14 18:19,18,Garagem,3,Entrada
130,2019-04-14 18:19,18,Garagem,4,Saída
133,2019-04-14 18:25,15,Sala,6,Lazer sala
133,2019-04-14 18:25,15,Sala,7,Assistir TV
133,2019-04-14 18:25,16,Cozinha,5,Cozinha
133,2019-04-14 18:25,18,Garagem,3,Entrada
133,2019-04-14 18:25,18,Garagem,4,Saída
134,2019-04-14 18:27,15,Sala,6,Lazer sala
134,2019-04-14 18:27,15,Sala,7,Assistir TV
134,2019-04-14 18:27,16,Cozinha,5,Cozinha
134,2019-04-14 18:27,18,Garagem,3,Entrada
134,2019-04-14 18:27,18,Garagem,4,Saída
136,2019-04-14 18:35,16,Cozinha,5,Cozinha
137,2019-04-14 18:44,16,Cozinha,5,Cozinha
137,2019-04-14 18:44,18,Garagem,3,Entrada
137,2019-04-14 18:44,18,Garagem,4,Saída
141,2019-04-14 18:52,16,Cozinha,5,Cozinha
141,2019-04-14 18:52,18,Garagem,3,Entrada
141,2019-04-14 18:52,18,Garagem,4,Saída
147,2019-04-14 19:07,16,Cozinha,5,Cozinha
148,2019-04-14 19:09,16,Cozinha,5,Cozinha
151,2019-04-14 19:16,18,Garagem,3,Entrada
151,2019-04-14 19:16,18,Garagem,4,Saída
154,2019-04-14 19:22,15,Sala,6,Lazer sala
154,2019-04-14 19:22,15,Sala,7,Assistir TV
154,2019-04-14 19:22,16,Cozinha,5,Cozinha
154,2019-04-14 19:22,18,Garagem,3,Entrada
154,2019-04-14 19:22,18,Garagem,4,Saída
156,2019-04-14 19:26,15,Sala,6,Lazer sala
156,2019-04-14 19:26,15,Sala,7,Assistir TV
156,2019-04-14 19:26,18,Garagem,3,Entrada
156,2019-04-14 19:26,18,Garagem,4,Saída
157,2019-04-14 19:35,15,Sala,7,Assistir TV
157,2019-04-14 19:35,16,Cozinha,5,Cozinha
157,2019-04-14 19:35,18,Garagem,3,Entrada
157,2019-04-14 19:35,18,Garagem,4,Saída
158,2019-04-14 19:37,15,Sala,7,Assistir TV
158,2019-04-14 19:37,18,Garagem,3,Entrada
158,2019-04-14 19:37,18,Garagem,4,Saída
160,2019-04-14 19:45,15,Sala,6,Lazer sala
160,2019-04-14 19:45,15,Sala,7,Assistir TV
160,2019-04-14 19:45,18,Garagem,3,Entrada
160,2019-04-14 19:45,18,Garagem,4,Saída
161,2019-04-14 19:47,15,Sala,7,Assistir TV
164,2019-04-14 19:53,18,Garagem,3,Entrada
164,2019-04-14 19:53,18,Garagem,4,Saída
167,2019-04-14 20:00,18,Garagem,3,Entrada
167,2019-04-14 20:00,18,Garagem,4,Saída
172,2019-04-14 20:10,15,Sala,7,Assistir TV
172,2019-04-14 20:10,16,Cozinha,5,Cozinha
172,2019-04-14 20:10,18,Garagem,3,Entrada
172,2019-04-14 20:10,18,Garagem,4,Saída
173,2019-04-14 20:12,15,Sala,7,Assistir TV
175,2019-04-15 01:31,16,Cozinha,8,Dormir
176,2019-04-15 01:32,16,Cozinha,8,Dormir
176,2019-04-15 01:32,17,Lavanderia,8,Dormir
178,2019-04-15 01:37,15,Sala,7,Assistir TV
178,2019-04-15 01:37,15,Sala,8,Dormir
178,2019-04-15 01:37,22,Corredor,8,Dormir
179,2019-04-15 01:39,15,Sala,7,Assistir TV
179,2019-04-15 01:39,15,Sala,8,Dormir
179,2019-04-15 01:39,16,Cozinha,5,Cozinha
179,2019-04-15 01:39,16,Cozinha,8,Dormir
179,2019-04-15 01:39,17,Lavanderia,8,Dormir
179,2019-04-15 01:39,18,Garagem,3,Entrada
179,2019-04-15 01:39,18,Garagem,4,Saída
179,2019-04-15 01:39,18,Garagem,8,Dormir
179,2019-04-15 01:39,19,Quarto 1,8,Dormir
179,2019-04-15 01:39,20,Quarto 2,8,Dormir
179,2019-04-15 01:39,21,Cobertura,8,Dormir
179,2019-04-15 01:39,22,Corredor,8,Dormir
179,2019-04-15 01:39,23,Quarto 3,8,Dormir
180,2019-04-15 01:41,15,Sala,7,Assistir TV
180,2019-04-15 01:41,15,Sala,8,Dormir
180,2019-04-15 01:41,16,Cozinha,5,Cozinha
180,2019-04-15 01:41,16,Cozinha,8,Dormir
180,2019-04-15 01:41,17,Lavanderia,8,Dormir
180,2019-04-15 01:41,18,Garagem,3,Entrada
180,2019-04-15 01:41,18,Garagem,4,Saída
180,2019-04-15 01:41,18,Garagem,8,Dormir
180,2019-04-15 01:41,19,Quarto 1,8,Dormir
180,2019-04-15 01:41,20,Quarto 2,8,Dormir
180,2019-04-15 01:41,21,Cobertura,8,Dormir
180,2019-04-15 01:41,22,Corredor,8,Dormir
180,2019-04-15 01:41,23,Quarto 3,8,Dormir
181,2019-04-15 01:43,16,Cozinha,8,Dormir
181,2019-04-15 01:43,20,Quarto 2,8,Dormir
181,2019-04-15 01:43,21,Cobertura,8,Dormir
181,2019-04-15 01:43,22,Corredor,8,Dormir
183,2019-04-15 05:04,15,Sala,1,Acordar (dia util)
183,2019-04-15 05:04,15,Sala,7,Assistir TV
183,2019-04-15 05:04,20,Quarto 2,1,Acordar (dia util)
186,2019-04-15 05:14,21,Cobertura,1,Acordar (dia util)
186,2019-04-15 05:14,22,Corredor,1,Acordar (dia util)
188,2019-04-15 05:18,17,Lavanderia,1,Acordar (dia util)
188,2019-04-15 05:18,18,Garagem,1,Acordar (dia util)
188,2019-04-15 05:18,18,Garagem,3,Entrada
188,2019-04-15 05:18,18,Garagem,4,Saída
188,2019-04-15 05:18,21,Cobertura,1,Acordar (dia util)
188,2019-04-15 05:18,22,Corredor,1,Acordar (dia util)
189,2019-04-15 05:20,15,Sala,1,Acordar (dia util)
189,2019-04-15 05:20,15,Sala,6,Lazer sala
189,2019-04-15 05:20,15,Sala,7,Assistir TV
189,2019-04-15 05:20,16,Cozinha,1,Acordar (dia util)
189,2019-04-15 05:20,16,Cozinha,5,Cozinha
189,2019-04-15 05:20,17,Lavanderia,1,Acordar (dia util)
189,2019-04-15 05:20,18,Garagem,1,Acordar (dia util)
189,2019-04-15 05:20,18,Garagem,3,Entrada
189,2019-04-15 05:20,18,Garagem,4,Saída
189,2019-04-15 05:20,19,Quarto 1,1,Acordar (dia util)
189,2019-04-15 05:20,20,Quarto 2,1,Acordar (dia util)
189,2019-04-15 05:20,21,Cobertura,1,Acordar (dia util)
189,2019-04-15 05:20,22,Corredor,1,Acordar (dia util)
189,2019-04-15 05:20,23,Quarto 3,1,Acordar (dia util)
190,2019-04-15 05:23,18,Garagem,1,Acordar (dia util)
190,2019-04-15 05:23,18,Garagem,3,Entrada
190,2019-04-15 05:23,18,Garagem,4,Saída
190,2019-04-15 05:23,20,Quarto 2,1,Acordar (dia util)
190,2019-04-15 05:23,23,Quarto 3,1,Acordar (dia util)
192,2019-04-15 05:31,18,Garagem,1,Acordar (dia util)
192,2019-04-15 05:31,18,Garagem,3,Entrada
192,2019-04-15 05:31,18,Garagem,4,Saída
193,2019-04-15 05:33,17,Lavanderia,1,Acordar (dia util)
193,2019-04-15 05:33,18,Garagem,1,Acordar (dia util)
193,2019-04-15 05:33,18,Garagem,3,Entrada
193,2019-04-15 05:33,18,Garagem,4,Saída
198,2019-04-15 05:43,18,Garagem,1,Acordar (dia util)
198,2019-04-15 05:43,18,Garagem,3,Entrada
198,2019-04-15 05:43,18,Garagem,4,Saída
198,2019-04-15 05:43,20,Quarto 2,1,Acordar (dia util)
199,2019-04-15 05:45,22,Corredor,1,Acordar (dia util)
201,2019-04-15 05:49,16,Cozinha,1,Acordar (dia util)
201,2019-04-15 05:49,20,Quarto 2,1,Acordar (dia util)
201,2019-04-15 05:49,21,Cobertura,1,Acordar (dia util)
201,2019-04-15 05:49,23,Quarto 3,1,Acordar (dia util)
202,2019-04-15 05:51,16,Cozinha,1,Acordar (dia util)
202,2019-04-15 05:51,18,Garagem,1,Acordar (dia util)
202,2019-04-15 05:51,18,Garagem,3,Entrada
202,2019-04-15 05:51,18,Garagem,4,Saída
202,2019-04-15 05:51,21,Cobertura,1,Acordar (dia util)
202,2019-04-15 05:51,22,Corredor,1,Acordar (dia util)
204,2019-04-15 05:55,18,Garagem,1,Acordar (dia util)
204,2019-04-15 05:55,18,Garagem,3,Entrada
204,2019-04-15 05:55,18,Garagem,4,Saída
204,2019-04-15 05:55,22,Corredor,1,Acordar (dia util)
205,2019-04-15 05:58,21,Cobertura,1,Acordar (dia util)
205,2019-04-15 05:58,22,Corredor,1,Acordar (dia util)
207,2019-04-15 06:02,21,Cobertura,1,Acordar (dia util)
208,2019-04-15 06:04,18,Garagem,1,Acordar (dia util)
208,2019-04-15 06:04,18,Garagem,3,Entrada
208,2019-04-15 06:04,18,Garagem,4,Saída
210,2019-04-15 06:08,18,Garagem,1,Acordar (dia util)
210,2019-04-15 06:08,18,Garagem,3,Entrada
210,2019-04-15 06:08,18,Garagem,4,Saída
210,2019-04-15 06:08,20,Quarto 2,1,Acordar (dia util)
211,2019-04-15 06:10,20,Quarto 2,1,Acordar (dia util)
212,2019-04-15 06:12,22,Corredor,1,Acordar (dia util)
213,2019-04-15 06:16,20,Quarto 2,1,Acordar (dia util)
215,2019-04-15 06:20,18,Garagem,1,Acordar (dia util)
215,2019-04-15 06:20,18,Garagem,3,Entrada
215,2019-04-15 06:20,18,Garagem,4,Saída
215,2019-04-15 06:20,22,Corredor,1,Acordar (dia util)
216,2019-04-15 06:23,18,Garagem,1,Acordar (dia util)
216,2019-04-15 06:23,18,Garagem,3,Entrada
216,2019-04-15 06:23,18,Garagem,4,Saída
216,2019-04-15 06:23,20,Quarto 2,1,Acordar (dia util)
216,2019-04-15 06:23,23,Quarto 3,1,Acordar (dia util)
218,2019-04-15 06:27,20,Quarto 2,1,Acordar (dia util)
218,2019-04-15 06:27,22,Corredor,1,Acordar (dia util)
218,2019-04-15 06:27,23,Quarto 3,1,Acordar (dia util)
219,2019-04-15 06:29,15,Sala,1,Acordar (dia util)
219,2019-04-15 06:29,15,Sala,7,Assistir TV
219,2019-04-15 06:29,16,Cozinha,1,Acordar (dia util)
219,2019-04-15 06:29,17,Lavanderia,1,Acordar (dia util)
219,2019-04-15 06:29,18,Garagem,1,Acordar (dia util)
219,2019-04-15 06:29,18,Garagem,3,Entrada
219,2019-04-15 06:29,18,Garagem,4,Saída
219,2019-04-15 06:29,19,Quarto 1,1,Acordar (dia util)
219,2019-04-15 06:29,20,Quarto 2,1,Acordar (dia util)
219,2019-04-15 06:29,21,Cobertura,1,Acordar (dia util)
219,2019-04-15 06:29,22,Corredor,1,Acordar (dia util)
219,2019-04-15 06:29,23,Quarto 3,1,Acordar (dia util)
220,2019-04-15 06:31,18,Garagem,3,Entrada
220,2019-04-15 06:31,18,Garagem,4,Saída
222,2019-04-15 06:39,18,Garagem,3,Entrada
222,2019-04-15 06:39,18,Garagem,4,Saída
224,2019-04-15 06:44,15,Sala,7,Assistir TV
224,2019-04-15 06:44,18,Garagem,3,Entrada
224,2019-04-15 06:44,18,Garagem,4,Saída
227,2019-04-15 06:54,15,Sala,6,Lazer sala
227,2019-04-15 06:54,15,Sala,7,Assistir TV
227,2019-04-15 06:54,18,Garagem,3,Entrada
227,2019-04-15 06:54,18,Garagem,4,Saída
229,2019-04-15 06:58,16,Cozinha,5,Cozinha
230,2019-04-15 07:00,15,Sala,7,Assistir TV
230,2019-04-15 07:00,16,Cozinha,5,Cozinha
230,2019-04-15 07:00,18,Garagem,3,Entrada
230,2019-04-15 07:00,18,Garagem,4,Saída
231,2019-04-15 07:03,15,Sala,7,Assistir TV
231,2019-04-15 07:03,16,Cozinha,5,Cozinha
231,2019-04-15 07:03,18,Garagem,3,Entrada
231,2019-04-15 07:03,18,Garagem,4,Saída
234,2019-04-15 07:19,16,Cozinha,5,Cozinha
234,2019-04-15 07:19,18,Garagem,3,Entrada
234,2019-04-15 07:19,18,Garagem,4,Saída
236,2019-04-15 07:23,18,Garagem,3,Entrada
236,2019-04-15 07:23,18,Garagem,4,Saída
239,2019-04-15 07:30,15,Sala,6,Lazer sala
239,2019-04-15 07:30,15,Sala,7,Assistir TV
239,2019-04-15 07:30,16,Cozinha,5,Cozinha
239,2019-04-15 07:30,18,Garagem,3,Entrada
239,2019-04-15 07:30,18,Garagem,4,Saída
242,2019-04-15 07:36,15,Sala,6,Lazer sala
242,2019-04-15 07:36,15,Sala,7,Assistir TV
242,2019-04-15 07:36,16,Cozinha,5,Cozinha
242,2019-04-15 07:36,18,Garagem,3,Entrada
242,2019-04-15 07:36,18,Garagem,4,Saída
243,2019-04-15 07:38,18,Garagem,3,Entrada
243,2019-04-15 07:38,18,Garagem,4,Saída
246,2019-04-15 07:51,18,Garagem,3,Entrada
246,2019-04-15 07:51,18,Garagem,4,Saída
249,2019-04-15 07:57,15,Sala,7,Assistir TV
249,2019-04-15 07:57,18,Garagem,3,Entrada
249,2019-04-15 07:57,18,Garagem,4,Saída
254,2019-04-15 08:13,15,Sala,7,Assistir TV
254,2019-04-15 08:13,16,Cozinha,5,Cozinha
254,2019-04-15 08:13,18,Garagem,3,Entrada
254,2019-04-15 08:13,18,Garagem,4,Saída
257,2019-04-15 08:19,18,Garagem,3,Entrada
257,2019-04-15 08:19,18,Garagem,4,Saída
259,2019-04-15 08:23,15,Sala,6,Lazer sala
259,2019-04-15 08:23,15,Sala,7,Assistir TV
259,2019-04-15 08:23,18,Garagem,3,Entrada
259,2019-04-15 08:23,18,Garagem,4,Saída
260,2019-04-15 08:28,16,Cozinha,5,Cozinha
262,2019-04-15 08:32,18,Garagem,3,Entrada
262,2019-04-15 08:32,18,Garagem,4,Saída
263,2019-04-15 08:34,15,Sala,7,Assistir TV
263,2019-04-15 08:34,18,Garagem,3,Entrada
263,2019-04-15 08:34,18,Garagem,4,Saída
265,2019-04-15 08:38,18,Garagem,3,Entrada
265,2019-04-15 08:38,18,Garagem,4,Saída
267,2019-04-15 08:42,18,Garagem,3,Entrada
267,2019-04-15 08:42,18,Garagem,4,Saída
268,2019-04-15 08:44,15,Sala,6,Lazer sala
268,2019-04-15 08:44,15,Sala,7,Assistir TV
268,2019-04-15 08:44,16,Cozinha,5,Cozinha
268,2019-04-15 08:44,18,Garagem,3,Entrada
268,2019-04-15 08:44,18,Garagem,4,Saída
271,2019-04-15 08:54,15,Sala,6,Lazer sala
271,2019-04-15 08:54,15,Sala,7,Assistir TV
271,2019-04-15 08:54,16,Cozinha,5,Cozinha
272,2019-04-15 08:56,18,Garagem,3,Entrada
272,2019-04-15 08:56,18,Garagem,4,Saída
275,2019-04-15 09:02,18,Garagem,3,Entrada
275,2019-04-15 09:02,18,Garagem,4,Saída
277,2019-04-15 09:07,18,Garagem,3,Entrada
277,2019-04-15 09:07,18,Garagem,4,Saída
278,2019-04-15 09:09,15,Sala,7,Assistir TV
281,2019-04-15 09:15,18,Garagem,3,Entrada
281,2019-04-15 09:15,18,Garagem,4,Saída
283,2019-04-15 09:19,18,Garagem,3,Entrada
283,2019-04-15 09:19,18,Garagem,4,Saída
284,2019-04-15 09:21,15,Sala,6,Lazer sala
284,2019-04-15 09:21,15,Sala,7,Assistir TV
284,2019-04-15 09:21,16,Cozinha,5,Cozinha
284,2019-04-15 09:21,18,Garagem,3,Entrada
284,2019-04-15 09:21,18,Garagem,4,Saída
286,2019-04-15 09:25,15,Sala,6,Lazer sala
286,2019-04-15 09:25,15,Sala,7,Assistir TV
286,2019-04-15 09:25,18,Garagem,3,Entrada
286,2019-04-15 09:25,18,Garagem,4,Saída
287,2019-04-15 09:27,18,Garagem,3,Entrada
287,2019-04-15 09:27,18,Garagem,4,Saída
289,2019-04-15 09:31,15,Sala,6,Lazer sala
289,2019-04-15 09:31,15,Sala,7,Assistir TV
289,2019-04-15 09:31,18,Garagem,3,Entrada
289,2019-04-15 09:31,18,Garagem,4,Saída
290,2019-04-15 09:34,15,Sala,6,Lazer sala
290,2019-04-15 09:34,15,Sala,7,Assistir TV
292,2019-04-15 09:38,15,Sala,6,Lazer sala
292,2019-04-15 09:38,15,Sala,7,Assistir TV
293,2019-04-15 09:40,15,Sala,6,Lazer sala
293,2019-04-15 09:40,15,Sala,7,Assistir TV
293,2019-04-15 09:40,18,Garagem,3,Entrada
293,2019-04-15 09:40,18,Garagem,4,Saída
294,2019-04-15 09:42,18,Garagem,3,Entrada
294,2019-04-15 09:42,18,Garagem,4,Saída
296,2019-04-15 09:50,15,Sala,7,Assistir TV
298,2019-04-15 09:54,15,Sala,7,Assistir TV
298,2019-04-15 09:54,18,Garagem,3,Entrada
298,2019-04-15 09:54,18,Garagem,4,Saída
301,2019-04-15 10:03,18,Garagem,3,Entrada
301,2019-04-15 10:03,18,Garagem,4,Saída
302,2019-04-15 10:05,15,Sala,7,Assistir TV
302,2019-04-15 10:05,18,Garagem,3,Entrada
302,2019-04-15 10:05,18,Garagem,4,Saída
304,2019-04-15 10:09,15,Sala,7,Assistir TV
304,2019-04-15 10:09,18,Garagem,3,Entrada
304,2019-04-15 10:09,18,Garagem,4,Saída
305,2019-04-15 10:11,15,Sala,6,Lazer sala
305,2019-04-15 10:11,15,Sala,7,Assistir TV
307,2019-04-15 10:15,18,Garagem,3,Entrada
307,2019-04-15 10:15,18,Garagem,4,Saída
308,2019-04-15 10:17,15,Sala,6,Lazer sala
308,2019-04-15 10:17,15,Sala,7,Assistir TV
311,2019-04-15 10:23,15,Sala,7,Assistir TV
311,2019-04-15 10:23,18,Garagem,3,Entrada
311,2019-04-15 10:23,18,Garagem,4,Saída
319,2019-04-15 10:40,18,Garagem,3,Entrada
319,2019-04-15 10:40,18,Garagem,4,Saída
322,2019-04-15 10:46,15,Sala,6,Lazer sala
322,2019-04-15 10:46,15,Sala,7,Assistir TV
322,2019-04-15 10:46,16,Cozinha,5,Cozinha
323,2019-04-15 10:48,15,Sala,6,Lazer sala
323,2019-04-15 10:48,15,Sala,7,Assistir TV
323,2019-04-15 10:48,16,Cozinha,5,Cozinha
323,2019-04-15 10:48,18,Garagem,3,Entrada
323,2019-04-15 10:48,18,Garagem,4,Saída
326,2019-04-15 10:54,16,Cozinha,5,Cozinha
328,2019-04-15 10:58,16,Cozinha,5,Cozinha
329,2019-04-15 11:01,15,Sala,6,Lazer sala
329,2019-04-15 11:01,15,Sala,7,Assistir TV
331,2019-04-15 11:05,16,Cozinha,5,Cozinha
331,2019-04-15 11:05,18,Garagem,3,Entrada
331,2019-04-15 11:05,18,Garagem,4,Saída
332,2019-04-15 11:07,18,Garagem,3,Entrada
332,2019-04-15 11:07,18,Garagem,4,Saída
334,2019-04-15 11:11,18,Garagem,3,Entrada
334,2019-04-15 11:11,18,Garagem,4,Saída
335,2019-04-15 11:13,15,Sala,7,Assistir TV
337,2019-04-15 11:17,18,Garagem,3,Entrada
337,2019-04-15 11:17,18,Garagem,4,Saída
340,2019-04-15 11:24,18,Garagem,3,Entrada
340,2019-04-15 11:24,18,Garagem,4,Saída
343,2019-04-15 11:30,15,Sala,6,Lazer sala
343,2019-04-15 11:30,15,Sala,7,Assistir TV
343,2019-04-15 11:30,18,Garagem,3,Entrada
343,2019-04-15 11:30,18,Garagem,4,Saída
348,2019-04-15 11:43,18,Garagem,3,Entrada
348,2019-04-15 11:43,18,Garagem,4,Saída
349,2019-04-15 11:45,15,Sala,7,Assistir TV
349,2019-04-15 11:45,16,Cozinha,5,Cozinha
349,2019-04-15 11:45,18,Garagem,3,Entrada
349,2019-04-15 11:45,18,Garagem,4,Saída
350,2019-04-15 11:47,15,Sala,7,Assistir TV
350,2019-04-15 11:47,16,Cozinha,5,Cozinha
352,2019-04-15 11:55,15,Sala,6,Lazer sala
352,2019-04-15 11:55,15,Sala,7,Assistir TV
352,2019-04-15 11:55,16,Cozinha,5,Cozinha
352,2019-04-15 11:55,18,Garagem,3,Entrada
352,2019-04-15 11:55,18,Garagem,4,Saída
353,2019-04-15 11:57,18,Garagem,3,Entrada
353,2019-04-15 11:57,18,Garagem,4,Saída
355,2019-04-15 12:04,15,Sala,6,Lazer sala
355,2019-04-15 12:04,15,Sala,7,Assistir TV
355,2019-04-15 12:04,16,Cozinha,5,Cozinha
355,2019-04-15 12:04,18,Garagem,3,Entrada
355,2019-04-15 12:04,18,Garagem,4,Saída
358,2019-04-15 12:10,15,Sala,6,Lazer sala
358,2019-04-15 12:10,15,Sala,7,Assistir TV
358,2019-04-15 12:10,18,Garagem,3,Entrada
358,2019-04-15 12:10,18,Garagem,4,Saída
360,2019-04-15 12:14,18,Garagem,3,Entrada
360,2019-04-15 12:14,18,Garagem,4,Saída
361,2019-04-15 12:16,15,Sala,6,Lazer sala
361,2019-04-15 12:16,15,Sala,7,Assistir TV
361,2019-04-15 12:16,16,Cozinha,5,Cozinha
361,2019-04-15 12:16,18,Garagem,3,Entrada
361,2019-04-15 12:16,18,Garagem,4,Saída
363,2019-04-15 12:20,15,Sala,6,Lazer sala
363,2019-04-15 12:20,15,Sala,7,Assistir TV
363,2019-04-15 12:20,16,Cozinha,5,Cozinha
363,2019-04-15 12:20,18,Garagem,3,Entrada
363,2019-04-15 12:20,18,Garagem,4,Saída
367,2019-04-15 12:29,15,Sala,6,Lazer sala
367,2019-04-15 12:29,15,Sala,7,Assistir TV
367,2019-04-15 12:29,16,Cozinha,5,Cozinha
367,2019-04-15 12:29,18,Garagem,3,Entrada
367,2019-04-15 12:29,18,Garagem,4,Saída
368,2019-04-15 12:31,15,Sala,6,Lazer sala
368,2019-04-15 12:31,15,Sala,7,Assistir TV
368,2019-04-15 12:31,16,Cozinha,5,Cozinha
368,2019-04-15 12:31,18,Garagem,3,Entrada
368,2019-04-15 12:31,18,Garagem,4,Saída
374,2019-04-15 13:00,18,Garagem,3,Entrada
374,2019-04-15 13:00,18,Garagem,4,Saída
375,2019-04-15 13:02,18,Garagem,3,Entrada
375,2019-04-15 13:02,18,Garagem,4,Saída
380,2019-04-15 13:12,18,Garagem,3,Entrada
380,2019-04-15 13:12,18,Garagem,4,Saída
