idhome,timestamp,luz_sala,luz_cozinha,luz_lavanderia,luz_escada,luz_garagem,luz_dispensa,luz_quarto1,luz_quarto2,luz_aquario,luz_cobertura,luz_corredor,luz_banho,luz_quarto3,pres_sala,pres_cozinha,pres_lavanderia,pres_garagem,pres_quarto1,pres_quarto2,pres_cobertura,pres_corredor,pres_quarto3,vent_quarto1,vent_quarto2,vent_quarto3,tv_sala,tv_cozinha,lavanderia_som
13189,2019-05-27 19:59,0,1,1,0,0,0,0,0,1,0,1,0,0,88,0,979,1064,4,20721,0,19,340,0,0,0,0,1,0
13190,2019-05-27 20:02,0,1,1,0,0,0,0,0,1,0,1,0,0,178,168,1150,1251,2,20902,0,132,359,0,0,0,0,1,0
13191,2019-05-27 20:05,0,1,0,0,0,0,0,0,1,0,1,0,0,358,348,1330,1431,20,21082,11,312,539,0,0,0,0,1,0
13192,2019-05-27 20:08,1,1,1,1,1,0,0,0,1,0,1,0,0,538,528,1510,60,10,21262,18,1692,1919,0,0,0,0,1,0
13193,2019-05-27 20:11,1,1,1,1,1,0,1,1,1,0,1,1,1,718,708,1690,120,7,21442,7,1872,2099,0,0,0,0,1,0
13194,2019-05-27 20:15,1,1,1,1,1,0,1,1,1,0,1,1,1,30,888,50,300,3,21622,31,2052,2279,0,0,0,0,1,0
13195,2019-05-27 20:18,1,1,1,1,1,0,1,1,1,0,1,1,1,50,20,80,480,5,21802,2,2232,2459,0,0,0,0,1,0
13196,2019-05-27 20:21,1,1,1,1,1,0,1,1,1,0,1,1,1,230,50,260,660,15,30,2,50,20,0,0,0,0,1,0
13197,2019-05-27 20:24,1,1,1,1,1,0,1,1,1,0,1,1,1,410,230,440,840,18,50,2,80,200,0,0,0,0,1,0
13198,2019-05-27 20:27,1,1,1,1,1,0,1,1,1,0,1,1,1,590,410,620,1020,23,70,11,260,50,0,0,0,0,1,0
13199,2019-05-27 20:30,1,1,1,1,1,0,1,1,1,0,1,1,1,770,590,800,1200,2,250,10,20,30,0,0,0,0,1,0
13200,2019-05-27 20:33,1,1,1,1,1,0,1,1,1,0,1,1,1,950,770,980,1380,10,10,0,200,210,0,0,0,0,1,0
13201,2019-05-27 20:36,1,1,1,1,1,0,1,1,1,0,1,1,1,1130,950,1160,1560,9,20,0,20,50,0,0,0,0,1,0
13202,2019-05-27 20:39,1,1,1,1,1,0,1,1,1,0,1,1,1,1310,1130,1340,1740,8,30,5,200,70,0,0,0,0,1,0
13203,2019-05-27 20:43,1,1,1,1,1,0,1,1,1,0,1,1,1,20,30,1520,1920,31,210,0,60,250,0,0,0,0,1,0
13204,2019-05-27 20:46,1,1,1,1,1,0,1,1,1,0,1,1,1,10,30,1700,2100,42,390,20,240,430,0,0,0,0,1,0
13205,2019-05-27 20:49,1,1,1,1,1,0,1,1,1,0,1,1,1,190,210,1880,2280,38,30,0,50,20,0,0,0,0,1,0
13206,2019-05-27 20:55,1,1,1,1,1,0,1,1,1,0,1,1,1,370,390,2060,2460,6,10,0,230,30,0,0,0,0,1,0
13207,2019-05-27 20:58,1,1,1,1,1,0,1,1,1,0,1,1,1,550,570,2240,2640,7,190,24,10,210,0,0,0,0,1,0
13208,2019-05-27 21:01,1,1,1,1,1,0,1,1,1,0,1,1,1,30,60,10,2820,8,370,4,190,390,0,0,0,0,1,0
13209,2019-05-27 21:05,1,1,1,1,1,0,1,1,1,0,1,1,1,210,240,190,10,2,550,2,370,570,0,0,0,0,1,0
13210,2019-05-27 21:08,1,1,1,1,1,0,1,1,1,1,1,1,1,390,420,370,190,0,730,28,550,750,0,0,0,0,1,0
13211,2019-05-27 21:14,1,1,1,1,1,0,1,1,1,1,1,1,1,570,600,550,370,0,910,0,730,930,0,0,0,0,1,0
13212,2019-05-27 21:17,0,1,0,0,0,0,0,0,1,1,0,0,0,1809,567,985,415,0,2108,4,177,17,0,0,0,0,1,0
13213,2019-05-27 21:20,0,1,0,0,0,0,0,0,1,1,0,0,0,1983,729,1145,775,15,2461,0,538,53,0,0,0,0,1,0
13214,2019-05-27 21:23,0,1,0,0,0,0,0,0,1,1,0,0,0,2170,902,1316,961,0,2644,3,725,71,0,0,0,0,0,0
13215,2019-05-27 21:26,0,1,0,0,0,0,0,0,1,1,0,0,0,2357,1076,1488,1148,3,2827,10,913,89,0,0,0,0,0,0
13216,2019-05-27 21:29,0,0,0,0,0,0,0,0,1,1,0,0,0,2545,1250,1661,1335,10,3010,17,1100,108,0,0,0,0,0,0
13217,2019-05-27 21:32,0,0,0,0,0,0,0,0,1,1,0,0,0,2733,0,1834,1523,0,3193,71,62,6,0,0,0,0,0,0
13218,2019-05-27 21:36,0,0,0,0,0,0,1,0,1,1,0,0,0,2921,154,2006,1710,0,3376,244,54,24,0,0,0,0,0,0
13219,2019-05-27 21:42,0,0,0,0,0,0,1,0,1,1,0,0,0,3296,504,2351,2083,0,3743,591,430,61,0,0,0,0,0,0
13220,2019-05-27 21:45,0,0,0,0,0,0,1,0,1,0,0,0,0,3484,678,2523,2267,0,3925,760,618,79,0,0,0,0,0,0
13221,2019-05-27 21:48,0,0,0,0,0,0,1,0,1,0,0,0,0,3672,852,2695,2454,0,4109,930,790,97,0,0,0,0,0,0
13222,2019-05-27 21:51,0,0,0,0,0,0,1,0,1,0,0,0,0,3860,1026,2867,2642,41,4294,1101,978,116,0,0,0,0,0,0
13223,2019-05-27 21:54,0,0,0,0,0,0,1,0,1,0,0,0,0,4049,1206,3038,2829,7,4477,1270,1166,134,0,0,0,0,0,0
13224,2019-05-27 22:01,0,0,0,0,0,0,1,0,1,0,0,0,0,4425,1555,3385,3207,13,4847,1614,1544,171,0,0,0,0,0,0
13225,2019-05-27 22:04,0,0,0,0,0,0,1,0,1,0,0,0,0,4617,1730,3560,3395,0,5033,1783,1732,189,0,0,0,0,0,0
13226,2019-05-27 22:07,0,0,1,0,1,0,1,0,1,0,0,0,0,4804,1904,3731,0,0,5217,1954,1919,208,0,0,0,0,0,0
13227,2019-05-27 22:10,0,1,1,0,0,0,1,0,1,0,0,0,0,140,0,3905,189,16,5402,2125,2109,226,0,0,0,0,0,0
13228,2019-05-27 22:13,0,1,1,0,0,0,1,0,1,0,0,0,0,330,0,4078,376,0,5585,2294,2295,244,0,0,0,0,0,0
13229,2019-05-27 22:17,0,1,1,0,0,0,1,0,1,0,0,0,0,5,9,40,563,2,5769,2464,2483,263,0,0,0,0,0,0
13230,2019-05-27 22:23,0,1,1,0,0,0,1,0,1,0,0,0,0,15,362,255,940,13,6141,2807,2862,299,0,0,0,0,0,0
13231,2019-05-27 22:26,0,1,1,0,0,0,1,0,1,0,0,0,0,134,0,9,1127,2,6324,76,2862,299,0,0,0,0,0,0
13232,2019-05-27 22:29,0,1,1,0,0,0,1,0,1,0,0,0,0,154,0,181,1312,8,6506,76,2862,299,0,0,0,0,0,0
13233,2019-05-27 22:32,0,1,1,0,0,0,1,0,1,0,0,0,0,172,0,350,1496,22,6686,53,269,354,0,0,0,0,0,0
13234,2019-05-27 22:35,0,1,1,0,0,0,1,0,1,0,0,0,0,359,0,520,1682,11,6870,47,31,372,0,0,0,0,0,0
13235,2019-05-27 22:42,0,1,1,0,0,0,1,0,1,0,0,0,0,216,0,868,312,0,7243,391,122,409,0,0,0,0,0,0
13236,2019-05-27 22:45,0,1,1,0,0,0,1,0,1,0,0,0,0,405,0,1040,501,4,7426,559,305,427,0,0,0,0,0,0
13237,2019-05-27 22:48,0,1,1,0,0,0,1,0,1,0,0,0,0,594,0,1040,501,4,7426,559,305,427,0,0,0,0,0,0
13238,2019-05-27 22:51,0,1,1,0,0,0,1,0,1,0,0,1,0,767,0,1371,861,15,7778,85,93,462,0,0,0,0,0,0
13239,2019-05-27 22:54,0,1,1,0,0,0,1,0,1,0,0,0,0,4,0,1543,1047,4,7962,110,98,480,0,0,0,0,0,0
13240,2019-05-27 23:04,0,1,1,0,0,0,1,0,0,0,0,0,0,35,0,35,1615,2,8524,68,18,536,0,0,0,0,0,0
13241,2019-05-27 23:07,0,1,1,0,0,0,1,0,0,0,0,0,0,51,3,206,1802,9,8707,137,46,555,0,0,0,0,0,0
13242,2019-05-27 23:10,0,1,1,0,0,0,1,0,0,0,0,0,0,142,0,377,1989,7,8891,308,235,573,0,0,0,0,0,0
13243,2019-05-27 23:13,0,1,1,0,0,0,1,0,0,0,0,0,0,330,0,549,2177,0,9075,478,423,591,0,0,0,0,0,0
13244,2019-05-27 23:16,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2365,14,9259,648,611,610,0,0,0,0,0,0
13245,2019-05-27 23:19,0,1,1,0,0,0,1,1,0,0,1,0,0,20,0,158,2553,1,0,819,799,628,0,0,0,0,0,0
